gene	rank
TMX1	78.28916636
SAR1A	78.17016413
SET	78.01576515
GNPDA1	77.9207648
BUB3	77.88144007
CCNB1	77.754327
SNRPD2	77.62794833
CKS2	77.59495488
C19orf48	77.52929222
ILF2	77.31745916
SYPL1	77.25439323
HNRNPH2	77.20266043
NPC2	77.14987597
ACTG1	76.91152491
PPP1CA	76.77446994
SC5D	76.28845476
TMEM14C	76.28144086
EBP	76.19230523
SPCS1	76.12539101
CD44	76.00123426
COX7A2L	75.86565245
TMCO1	75.6563325
SF3B5	75.63946483
TMEM97	75.55177
STK17B	75.48592622
ECHS1	75.0961649
PSAP	74.8926107
VPS26A	74.86946343
SNRPD1	74.74007468
CIAPIN1	74.68199066
NIPSNAP3A	74.4818803
FAM124B	74.4787884
POMP	74.31413421
IFT52	74.12374055
NOP10	73.91239495
TMBIM6	73.80103559
TALDO1	73.67200893
SLC35F6	73.55531646
KARS	73.52751866
HAUS1	73.33907933
AKR1B1	73.2232966
HSPD1	73.18016785
NOP58	72.93472825
BZW2	72.30959249
UBE2B	72.0239027
MTHFD2	71.96163145
PCMT1	71.34572022
PDIA6	71.02844087
UQCR10	70.62910952
HEY1	70.23186076
PHPT1	70.04100116
TSN	69.94880486
NDUFA12	69.8331156
RPL3	69.8309418
IFITM3	69.67038327
BTF3	69.62872621
DERA	69.28803301
PSMC4	69.28188131
PSMB6	69.21847643
VWA5A	69.15126461
TXN2	68.82733623
TCEB2	68.66203165
HNRNPF	68.55394558
CNIH1	68.53909894
PCAT14	68.53401218
GPN1	68.52995696
JKAMP	68.44962278
H2AFZ	68.38114049
MMADHC	68.33280858
PRDX4	68.24755784
COPS8	68.02342266
SARS	67.99759374
LGALS1	67.94857349
ACAT2	67.82197107
RPL36	67.71404769
BCAS2	67.69729839
GPX4	67.59230835
PCNP	67.55043467
TMEM98	67.54797717
TMED2	67.51706272
FAM32A	67.44680765
NPM1	67.41586659
AAMP	67.37374815
SLC16A1	67.18293845
GOLT1B	67.14857877
POLR2G	66.83076897
DANCR	66.79726057
RQCD1	66.67235625
ATP5C1	66.55752042
ARRDC3	66.50827851
COA3	66.47695213
RP5.1085F17.3	66.40891997
ATP6V0E1	65.72030707
AKR1A1	65.64223167
TSPAN6	65.30978771
LITAF	65.24544595
MYL12B	65.02525447
PRMT1	65.01389223
COMMD10	64.90108736
CCT7	64.89927805
ACP1	64.83472374
AZIN1	64.58699781
VBP1	64.58269262
RPN2	64.39545632
AP2S1	64.32883603
ABCB7	64.25193225
RALB	64.11111891
TIMM17B	64.09448018
MEST	63.90595073
POLE3	63.82751494
RRM1	63.79752968
ASNA1	63.78574326
VDAC3	63.74328792
EFNA1	63.07130828
PAICS	62.97885481
MIER1	62.66010129
DARS	62.6471833
MAD2L1	62.54366687
ANAPC11	62.475374
POGLUT1	62.42834671
IDH1	62.39314214
HOPX	62.33090996
GNB2L1	62.21139517
PARK7	62.0936599
CCT8	61.96493161
ETNK1	61.93130888
CCT5	61.92553276
MDH2	61.85576274
URM1	61.62628567
UBE2L6	61.52338535
RPLP1	61.45456993
COPS4	61.43636958
ATP5L	61.42242467
DAD1	61.15151539
PSMD8	61.13404963
CHMP5	61.07398703
HSD17B11	61.00842045
C14orf166	60.93247641
FARSB	60.90955947
NDUFB5	60.75308828
ATIC	60.70486266
CBX3	60.55152009
EFTUD2	60.48686356
PDHB	60.44917774
IER3IP1	60.4108047
HMGCS1	60.28308214
SALL4	60.24655918
PPP2R1A	60.22260565
ATG12	60.19127242
MORF4L1	60.18503658
XRCC6	60.10991581
MRPS35	59.85233477
HES1	59.73835829
RPL18A	59.69384287
YWHAE	59.65215161
COX7A2	59.63382936
PSMC3	59.51316971
PSAT1	59.43198217
PAN3	59.31166117
SSR4	59.19535468
PHB	59.12499755
SPTSSA	59.11528322
F11R	59.06568972
IFITM2	59.04493329
AP2M1	58.96720086
SMS	58.93335749
HNRNPK	58.77742594
MRPL47	58.73291657
SNX2	58.67209152
SELENBP1	58.34753722
ARL6IP5	58.33210944
NAALAD2	58.27970142
IFNGR1	58.19080857
COX6C	58.08764985
ATP6V1F	58.0607325
PROCR	58.05465182
TMEM258	57.93216238
FDPS	57.77920304
SNRPD3	57.76346158
SRP14	57.57997762
TMED9	57.37653461
MRPL50	57.32118045
ZFAND6	57.2721946
BIRC5	57.25114078
NDUFS5	57.08069597
MEA1	57.07439655
BAG4	57.02589713
ERP29	56.9087471
FIS1	56.49843841
C14orf1	56.49153222
DSTN	56.46798469
SHMT2	56.4664807
PPP2R3C	56.39923406
TNFSF10	56.29924026
PPIL1	56.28626756
CAP1	56.15604476
COX5B	56.00627496
RPL27	55.87786768
CCT2	55.77415439
THYN1	55.65439574
RBMX	55.64642061
DLD	55.62965928
EIF1B	55.49081701
ZMPSTE24	55.43004022
DDX5	55.17096695
FOS	55.09607464
DNTTIP2	54.78459186
LMAN2L	54.77914843
TMEM45A	54.75738325
TMEM230	54.69543998
ING3	54.63817468
X15.Sep	54.63055584
AURKB	54.54011125
CENPK	54.53028587
MAT2B	54.4825707
RPS21	54.46107735
TIMM13	54.32365413
RGS16	54.27781418
RPS29	54.17698602
VRK1	54.03284006
SFXN4	53.96103691
CDCA8	53.94846947
HMGCL	53.93342695
TRIM59	53.86106586
SRP54	53.78400775
BRIX1	53.66597658
GCA	53.64130382
CHP1	53.40368331
RFXANK	53.3515266
ECI2	53.34452057
ABT1	53.25703065
C5orf15	53.01636094
EXOSC8	52.90829828
ACTR10	52.81328761
PSMA4	52.72878748
RPL34	52.69127633
B4GALT3	52.68774947
MCM3	52.67579816
ERI3	52.66919857
NUDT5	52.65421984
ELOVL5	52.60755582
SUCLA2	52.56308482
LSM5	52.2909076
MANBAL	52.17043207
PSMD4	52.13686363
RBBP4	52.0293047
ANXA5	52.02141866
TXN	52.01106779
MGST1	51.89675015
APRT	51.89379259
CRBN	51.88878581
RPS5	51.76637757
TRIAP1	51.69104391
HINT1	51.5941052
PHGDH	51.30426904
TOMM22	51.27329497
TIMM17A	51.25348952
SLIRP	51.19738201
COPS3	51.17568372
ANXA7	51.1085281
GOT1	51.1005397
TRMT112	51.09034769
FAM96A	51.02008027
CCNB2	50.96720164
TXNDC9	50.96555789
GGCT	50.91998081
CCNDBP1	50.90798562
SCOC	50.53802738
CD63	50.5031619
GTF3C6	50.49082409
ERAL1	50.41567842
CTSB	50.31064552
BZW1	50.30287677
NDUFA5	50.27270695
MCM7	50.25788965
RPL35	50.25205777
LYPLA1	50.18941199
ATRAID	50.17958061
ETFA	50.099358
PTEN	50.07138308
NDUFB6	50.05728583
RAN	49.95839093
RAE1	49.9142819
COQ5	49.89661955
PTGR1	49.87745204
RPL13A	49.825222
PPIB	49.81136843
RAP2B	49.74158763
STRN3	49.72290118
RBM22	49.62720272
BET1	49.57257818
MYL12A	49.56620398
M6PR	49.55765466
HADHB	49.55453937
PSMG2	49.49600541
LAMTOR1	49.40929129
SNAP23	49.37507043
RPS18	49.25045931
TCTN3	49.18225125
MRPS9	49.14161253
LDHA	49.12999123
C4orf3	49.12599962
PMPCB	48.813491
DHCR24	48.80895502
MYL6B	48.66408497
RPL36AL	48.63612296
MRPS27	48.46201243
PSMB3	48.41402252
S100A16	48.39840571
KIAA0101	48.34090944
EIF3M	48.22515047
SEC13	48.22391478
BLOC1S2	48.16676211
COMMD6	48.15546935
ZWINT	48.14101986
ACTB	48.10455739
PSMD11	48.09145539
VAMP8	48.0517277
HPRT1	47.94259798
RPS6	47.9364678
LAMTOR4	47.81023564
SLC50A1	47.79849419
PFN2	47.71609137
TECR	47.67178533
NSL1	47.63489896
P4HA1	47.62132178
TBCA	47.60928999
TCEAL8	47.59183057
PIGK	47.57716761
PRR13	47.54105206
PFDN1	47.48951806
PFDN4	47.48341725
SNRPF	47.46604385
ATP6V1D	47.44878554
TSPYL1	47.41928239
WDR54	47.38325484
ALDH9A1	47.37584429
ARPC5	47.37293752
NAA20	47.32811242
MRPS7	47.2210318
TNFAIP8	46.83560982
PTMA	46.75528592
GMNN	46.75303883
UFSP2	46.7180388
PSMA3	46.61165332
TMEM106C	46.56361531
SSB	46.51041174
THRAP3	46.5050873
ICAM2	46.39492084
RIOK2	46.39306296
EIF2S3	46.38003956
MESDC2	46.37987363
DLGAP5	46.37830448
PBDC1	46.30070833
ZC3HC1	46.2694789
NMD3	46.17803808
AXL	46.12901326
X7.Sep	46.00728966
FAU	45.9889224
ZNF670	45.84312044
NHP2L1	45.81860111
SERPINB1	45.78839144
LAPTM4A	45.77516704
NDUFB11	45.77220029
LSM3	45.77108822
ROMO1	45.70656082
S100A4	45.63449778
GTPBP4	45.57092696
UFC1	45.54930726
MRPL40	45.54560756
EEF1A1	45.43830199
LAMTOR3	45.43428923
CUTA	45.39116935
TARS	45.3779596
SLC7A7	45.29145287
FDFT1	45.29007946
CYB5B	45.27089656
TMEM9	45.24562491
NUDT19	45.16899422
STOM	45.15417585
COMMD9	45.03063233
FKBP3	44.94961066
PWP1	44.91147809
MRTO4	44.832589
NMI	44.82601306
MED4	44.80221412
EIF2S1	44.66546506
EIF3E	44.56698333
GTPBP8	44.55367558
STARD3NL	44.50972421
SNX6	44.50181534
MRPL30	44.47755687
NAP1L1	44.37684766
CTSC	44.35512323
YTHDF2	44.32965282
SELT	44.32918773
NME1	44.25480772
NUTF2	44.17649002
SAE1	44.12556887
ARFGAP2	44.10701848
RPL8	44.09707314
VSIG10	44.08739022
COMMD1	44.0459213
SUMO2	44.02000598
GNL2	43.99313633
C9orf72	43.98188839
ZCCHC10	43.96367376
TMEM101	43.95882688
RPL10	43.95588816
VPS29	43.93423828
MRPL49	43.85843292
ECH1	43.82618173
TMSB10	43.78831754
PPP1R7	43.76745204
SFXN1	43.74469224
DCTPP1	43.73571524
MRPS23	43.73170035
RNF7	43.59858763
MRPL39	43.55849699
CNIH4	43.52227443
LCP2	43.49619465
HSPA8	43.484996
SMIM15	43.39336543
DCLRE1C	43.37438599
CCNC	43.36217965
ECHDC1	43.34350063
NUCB2	43.32490307
LRRC40	43.20206572
RPL32	43.18769955
HIGD1A	43.17732326
SERTAD3	43.11482133
SLC30A7	43.06955272
ARMT1	42.96320324
C1GALT1C1	42.84776733
SUPT4H1	42.82021145
TMED10	42.79140411
TXNDC12	42.78370782
ATP6V0D1	42.74204393
ERVH48.1	42.64843296
SERINC5	42.54132429
KLF10	42.53717805
STX8	42.52757622
HADH	42.4822166
MAGOH	42.47913683
B2M	42.36138188
SERPINB9	42.32960413
POLR2E	42.31709051
ATP5H	42.26703203
COX8A	42.20412708
SLC35F2	42.17320421
MLF1	42.16821833
MCRS1	42.16574197
NOSIP	42.0663605
RAB18	42.03272993
ACTL6A	42.00473972
DAP3	41.93952666
GYG1	41.86464188
PFDN5	41.76736547
SDCBP	41.75520606
CLNS1A	41.68472194
AGTRAP	41.68374845
AAGAB	41.67121868
FASTKD2	41.61575051
PRDX5	41.59383369
DRG1	41.51878131
UTP6	41.49316334
RGS5	41.41026975
KNSTRN	41.30566239
APOBEC3C	41.25807233
PRPF40A	41.25466646
SAP18	41.20528199
BANF1	41.19794899
SPC24	41.17479658
COPS6	41.16838353
PLRG1	41.15446936
CD74	41.13253307
RNF138	41.09036397
ARPC3	41.07141999
SEC61G	41.05379392
EIF3H	41.05085923
NUP37	41.03757949
WTAP	41.01826164
ARMC1	40.98569908
PSMB2	40.8834926
TRA2A	40.85959805
GABARAPL2	40.80516039
CUEDC2	40.64176199
ATP5G1	40.61807352
UROD	40.587776
HNMT	40.56011886
DYNLT1	40.53968063
VPS25	40.51660684
PSMD13	40.49346783
COQ10B	40.47932516
HARS	40.45903127
SERPING1	40.41110518
RPL15	40.32588921
PAIP2	40.2908061
AASDHPPT	40.24833336
PSMD12	40.19086596
GPN3	40.16154128
GLRX3	40.14538102
HSD17B4	40.11771792
EIF3K	40.0738367
C2orf68	40.07083027
PSMD10	39.96448058
RAB38	39.89047821
EAPP	39.87059864
MRPS10	39.83652213
PGD	39.81013486
ECSCR	39.79306898
ARF6	39.75775507
NDUFC1	39.68521303
MAGT1	39.66646974
CCDC167	39.66383611
RDH11	39.62711973
TUBA1A	39.62382987
ASB9	39.61705001
HAX1	39.60221551
SMIM7	39.60030059
ATP5J2	39.59717484
ASAH1	39.59568059
ATP5G3	39.58909212
RPL27A	39.56889706
EIF6	39.47391469
INSIG2	39.47120106
NOL11	39.46410004
RPP30	39.40302751
C11orf73	39.36904516
RPE	39.35205662
PDLIM1	39.34211997
ORC3	39.22381342
NSDHL	39.22160637
MRPL32	39.21249281
SNW1	39.17416653
NDUFB9	39.14599709
PAAF1	39.13319643
SETBP1	39.12043756
THOC7	39.10987475
GNG5	39.05298556
PTTG1	39.03214159
MEAF6	38.97888159
MRPL27	38.9747169
SLX4IP	38.9215959
RAB5A	38.91617526
ATP6V0B	38.89946503
SSR3	38.81574563
LYRM4	38.79650185
TMEM208	38.78420825
MAPK1IP1L	38.74337349
SNRNP27	38.70680607
NCOA4	38.7039576
ARL2	38.68219748
C4orf46	38.67428413
GLB1	38.67190244
NSFL1C	38.63837808
NFU1	38.5950201
HMGN3	38.5753009
CNDP2	38.56595932
TAF7	38.54199749
PPA2	38.47359793
HIBCH	38.44371344
YPEL5	38.42984066
FAR2	38.41773544
EIF4EBP1	38.40742557
PBK	38.37260195
ANXA6	38.36809307
NANS	38.33859543
PCCB	38.31669028
CACUL1	38.30279249
DDX1	38.22421997
SPARC	38.21009118
UBE2T	38.19875878
STIP1	38.19534832
MRPL44	38.16357729
CDC123	38.15064153
OAT	38.11315694
GJA4	38.07273853
VTA1	38.01159762
PRDX6	37.98715502
ALDOC	37.98293482
RP3.425C14.5	37.97924656
CACYBP	37.97452959
ACO2	37.96744313
SLC2A3	37.95577104
NAE1	37.88645296
LGMN	37.87420679
DRAM2	37.87277205
ALDH6A1	37.83222727
RPS27A	37.79759888
NDUFS2	37.77465813
TATDN3	37.76865071
EEF1B2	37.76515915
CARTPT	37.74018217
DPY30	37.65626884
SDHD	37.64364218
STT3A	37.61649019
TRMT10C	37.60728018
CDC23	37.58174347
HMGB1	37.54762788
CHCHD3	37.50807228
STOML2	37.47046082
CFL1	37.46454373
UBL5	37.45016867
RPS3	37.42306176
C19orf53	37.39107785
SNRNP40	37.30838556
NEDD8	37.26423372
POLR2C	37.26205428
HSP90AB1	37.18816136
ORC5	37.17137399
GTF2A2	37.17076224
USMG5	37.16683754
BEX1	37.11701127
COX4I1	37.07883746
MRPL51	37.0768764
RPL18	37.0278529
TMEM14B	37.0063055
OSER1	37.00239977
DNAJC3	36.99783612
TUFM	36.96323412
CCDC90B	36.95348887
SF3B6	36.95199692
FAM136A	36.94311885
ZFAND1	36.91407766
UBA3	36.90309024
NDUFA1	36.86767287
TADA1	36.86344924
INTS9	36.83718339
SUCLG1	36.82524849
TTC1	36.81735299
SKP1	36.79910912
LCMT1	36.78319323
ASNSD1	36.75699446
MTCH2	36.74220131
XRN2	36.72485109
ZW10	36.69905687
STYXL1	36.61791077
PDRG1	36.61368081
RCC1	36.56350103
TWISTNB	36.55805691
WRB	36.50955743
NUP54	36.50114941
EMC2	36.47612215
TXNDC17	36.38092811
UTP11L	36.37698081
AAR2	36.32844694
TBPL1	36.27104472
NDUFS4	36.2250285
TMEM33	36.18519455
OAZ2	36.17253342
RHNO1	36.11435202
THUMPD1	36.08851604
EDEM2	36.08522639
HMGN2	36.06245282
ELP6	36.01275692
MAPRE1	36.00924486
C14orf2	36.00613578
PSMC5	35.94187747
CASP6	35.93548514
C7orf73	35.91433804
ACAT1	35.88624646
PEBP1	35.82265425
ADH5	35.80445211
ADK	35.79477036
TCEB1	35.78246199
DCTD	35.65141134
DNAJA1	35.61384018
RFC2	35.49936612
ANAPC16	35.41514247
ANKRD46	35.39980035
YIPF1	35.38329259
IP6K2	35.36519628
TK1	35.34977818
TDP1	35.33829585
NUSAP1	35.28377057
LAMTOR5	35.26766501
PAK1IP1	35.1974825
LTA4H	35.18253497
SF3A3	35.12235479
UBL7	35.0325068
WDR6	35.01382304
MTPAP	34.94081277
ST13	34.93242199
MRPL24	34.90017489
RNF181	34.88500293
POLR2L	34.88216515
TSPAN31	34.88187448
NHP2	34.82311844
NUDT21	34.70601219
ARGLU1	34.6949174
HDHD1	34.6458052
ACTR6	34.60326671
ATP5J	34.57394026
LMBRD1	34.56567912
OTUB1	34.55397341
FAHD1	34.54944628
PKIG	34.49858146
FASTKD1	34.48217646
SHFM1	34.47195743
NUDCD1	34.45660237
APH1A	34.43155292
EXTL2	34.43152431
SNRPB2	34.35345108
CD82	34.30218181
TTI2	34.1962692
TMEM159	34.19219145
UBE2L3	34.1808538
SEC23B	34.09089919
CLDND1	34.07540649
NCK1	34.04545495
PHF20	34.03807702
CHID1	34.02542433
NPTN	33.94049108
DYNLRB1	33.93500943
PPCS	33.91023268
RPS17	33.85328234
SGOL2	33.78934864
NDUFA7	33.77742829
ATP1B1	33.73838792
FAM162A	33.73804139
NDUFC2	33.70995471
GLMP	33.68120747
RPS4Y1	33.66515863
SRSF3	33.6542743
RPL19	33.60816379
RAB13	33.58824233
NME7	33.58589738
MYCBP	33.57657506
PCNA	33.53367726
ARF5	33.44000139
DNAJA2	33.42042014
SEC61B	33.40088268
RTFDC1	33.39204662
CCNB1IP1	33.36152954
SLC44A1	33.35870097
MOB4	33.31498495
UQCC2	33.24046335
WRAP53	33.19731105
CALCOCO2	33.17366208
KIF2C	33.15325991
CDCA7	33.14320972
USP10	33.1168522
RPL23	33.11369503
PPA1	33.01557847
DFFA	33.00358487
EMC3	32.95549506
SRP72	32.90991297
CENPU	32.89274047
PLIN3	32.86804143
DHPS	32.82988687
IFT22	32.81894643
MRPS17	32.81750297
RSL1D1	32.81724652
PHAX	32.79288219
GNL3	32.78414459
NDUFAF4	32.78127836
BSDC1	32.75678277
MARCKS	32.755203
SHTN1	32.72095823
PNRC2	32.68813365
EIF4E2	32.62386698
CPSF6	32.60720163
DAAM1	32.59754516
CDKN2AIPNL	32.54722446
CLDN12	32.54032539
ZC3H15	32.53007534
ATP5E	32.48007798
RBM7	32.47779414
SSBP1	32.44885381
CDC6	32.41707296
MCTS1	32.40832407
FH	32.39648922
RNF4	32.38695546
TMEM222	32.34261495
EIF2A	32.33345152
GGH	32.3154712
GNAI3	32.2997209
SRPRB	32.26814507
COX7C	32.23615307
LYRM1	32.22395346
EXOSC5	32.1989925
KLHL28	32.13486094
FAM49A	32.10505711
HDDC2	32.07024284
BPGM	32.05714678
TSR1	32.02898561
SNHG16	32.01000704
API5	31.92394758
TBL1XR1	31.91488668
NQO1	31.91333803
IFT46	31.91030741
POLR2K	31.90938473
CAPG	31.83106944
RPL35A	31.81849752
SNRPN	31.81715721
LBR	31.80574675
LRIF1	31.77429591
UQCRH	31.71768286
JAK3	31.69049535
MZT1	31.64174688
RSU1	31.61909948
SUCLG2	31.60582918
EIF3D	31.59692102
COMMD8	31.56822029
TRAPPC2	31.55355754
TPRKB	31.54375338
C17orf75	31.50926279
MICU1	31.50860336
UBE2W	31.50338849
TM2D1	31.45689775
PCMTD2	31.44334165
PDHA1	31.39523589
MRE11A	31.34382071
RPS9	31.32451016
PSMA7	31.31257419
MOSPD1	31.29634849
NOB1	31.28714776
GPX1	31.28644479
CPSF3	31.24647837
MMAB	31.20869795
FAM96B	31.18455489
SSR2	31.17629049
MTHFD1	31.17574997
BTBD10	31.11392364
IMPA1	31.11010446
NIFK	31.06985085
SDAD1	30.95710185
CSTB	30.93118457
TRAPPC6A	30.913647
TLK1	30.89702158
CFL2	30.89663955
PRPS1	30.88925841
PMVK	30.88883228
XRCC5	30.88140172
NCBP2	30.85147805
DDX50	30.76307779
SF3B4	30.75829537
MRPS21	30.73673293
DNAJB9	30.73467938
CENPW	30.73142305
ABCE1	30.6792198
LAMTOR2	30.67699923
BEX4	30.65050405
PFKM	30.64599815
PARPBP	30.64022546
TMEM123	30.62489457
UMPS	30.62410377
IRF2BPL	30.56675875
NGDN	30.50491191
SKA2	30.50485982
POLD2	30.43610855
PPIL4	30.38708713
SOX4	30.35001874
SCAMP1	30.3234264
PQBP1	30.26621251
SUPT16H	30.26586853
ARL1	30.24763518
HAT1	30.23775215
LYRM7	30.22781155
PEX3	30.19051382
SLC20A1	30.17576544
BCL10	30.13973727
CYSTM1	30.09924554
SPG20	30.09595885
MRPL57	30.06600368
MRPL11	30.06228636
GTF2B	30.01126105
COX11	29.96358589
RNF34	29.94150711
MED20	29.93644165
REEP5	29.93496379
TAF12	29.93178741
ORC4	29.91943687
PSMA3.AS1	29.89083355
LPIN3	29.84094823
CETN3	29.80988992
TRAPPC4	29.80168774
ERGIC2	29.79539201
ZMAT2	29.78843926
CREM	29.74221224
COX6A1	29.70842959
AIMP2	29.70355561
TMEM11	29.69488925
ATAD1	29.66518787
SCNM1	29.65812705
MED28	29.65583629
GLMN	29.63901258
MRPS18A	29.63889414
TIMMDC1	29.6363678
X6.Mar	29.63293029
CDCA7L	29.62799895
TAX1BP1	29.59911935
RAD23A	29.55186921
PSTPIP2	29.52223108
OAZ1	29.4701376
TFRC	29.4558071
SERPINE1	29.45518579
UBXN1	29.4330341
SNX3	29.39978623
ELOF1	29.38268419
DEPDC1B	29.24695295
COMMD2	29.23556475
ACSM3	29.20368575
CWF19L1	29.20059283
PSMF1	29.19454041
KIAA1586	29.14741491
TFPI	29.11690879
RBM8A	29.07916172
ARHGAP1	29.07659051
ALG5	29.06788524
ERCC3	29.04990105
RP11.363E7.4	29.01927712
PIH1D1	28.9606437
DERL2	28.95112534
COA4	28.93058163
SNAI1	28.87727822
ATP5B	28.87267224
CCDC138	28.85247983
LAMP2	28.84883355
BSG	28.80195964
CECR1	28.80014585
PPIA	28.79276103
RP11.488L18.10	28.77870341
C1orf109	28.75764735
NUCKS1	28.74720985
SFR1	28.73451191
WDR83OS	28.71764969
TMX2	28.69221222
PES1	28.67869076
MRPL14	28.6761626
IMMT	28.58513945
TMEM254	28.55540592
LDLR	28.54795918
C12orf10	28.54421845
TMEM87A	28.51551639
FUNDC2	28.51470081
DDX21	28.50057958
C14orf119	28.49731291
ZRANB2	28.49243471
SLC25A11	28.46597153
GIGYF1	28.46238927
FAM60A	28.46102162
PSMC2	28.43812792
DGUOK	28.42167265
MRPL1	28.41285259
PHYH	28.36609294
PSMC6	28.34319883
KIAA0020	28.33420929
TIPIN	28.30762145
SRSF6	28.30075383
WLS	28.27891722
SLMO2	28.27488407
ELF1	28.2587611
CCT4	28.23667973
P4HA2	28.23133785
FANCD2	28.18307906
EIF2B3	28.10851135
DPM1	28.10441431
ETF1	28.09973901
GSKIP	28.06863605
GMFB	28.06828719
TGDS	28.05750529
ANKMY2	28.03762208
COPS2	28.03364493
KIFAP3	28.02954656
SF3B2	27.97705032
RNFT2	27.97450424
LINC00998	27.95504557
TPMT	27.9072294
DDB1	27.90081678
RPL23A	27.89219063
BRMS1L	27.86292371
DYNLL1	27.8387975
PKIB	27.82062121
SLC39A11	27.78839423
KIF20B	27.73913395
CAPZB	27.73182358
TIMM23	27.68399342
TMEM209	27.67359771
IFITM1	27.6269382
FIBP	27.60398247
CINP	27.58153865
ISOC1	27.57815382
RNF168	27.57234765
PSMA5	27.57199714
GSTO1	27.57152431
FLAD1	27.54344271
QDPR	27.54046336
MRPS33	27.5245432
PDCD10	27.519082
CD40	27.47813436
RPS20	27.4352057
COPB1	27.43050774
SDC4	27.42763029
PLEKHB2	27.41586802
ARL3	27.39668796
DCAF13	27.36319526
PSMB7	27.34860832
TMEM219	27.33505469
ARPC1B	27.30563056
SORD	27.27609525
RIN2	27.2756918
TIGAR	27.26202489
TFB2M	27.22718891
AEBP2	27.21000768
SMYD5	27.17663704
PGM3	27.11753211
ABHD4	27.09942916
RARS2	27.07212778
EDF1	27.06341694
BUD31	27.05334434
RUNX1	27.0423586
POLR3K	27.03592368
ENSA	27.00553879
MDK	26.99904574
INIP	26.99185452
NDUFB3	26.98821225
SMU1	26.97362878
HAPLN1	26.92262181
ERGIC3	26.92156649
KRT18	26.91270625
ATP5O	26.87565452
LIPG	26.85498187
TIMP1	26.8322275
PUS7	26.81926907
EEF1E1	26.74465744
IVD	26.73321536
CCDC43	26.7299895
TRAPPC3	26.71619941
ESF1	26.66587544
TMEM141	26.65602525
HIAT1	26.65206166
CPED1	26.65020238
AASS	26.6228995
EIF3L	26.61067135
COMMD4	26.59267046
GEMIN7	26.55927834
PTER	26.55196771
CXADR	26.5296863
CLEC1A	26.51359445
RNF14	26.50339195
HMGCR	26.47650903
RNF219	26.46758957
TMEM59	26.45937304
DPCD	26.44687544
MCFD2	26.44482379
TTC5	26.4410058
HOXB7	26.43090679
RPS16	26.41292944
RPUSD4	26.40573003
VRK3	26.3892817
FXYD5	26.38512227
SCP2	26.37933784
GEMIN2	26.34549942
MRPL36	26.3213957
PRMT5	26.31082137
DAZAP2	26.3086333
UBA52	26.30425631
TXNRD1	26.28555125
TIMM10	26.26344949
C12orf45	26.21851347
DPH3	26.20181777
ARSG	26.19936499
