gene	rank
ZBTB46	30.40394008
C12orf73	30.30772712
UBR4	30.29014762
CLUH	30.28158395
NR2F1	30.24746961
FAM160B2	30.17809074
SEMA6A	30.14169363
GAB1	30.14016035
RBM33	30.05405299
VAC14	29.96404585
COL4A1	29.9334907
TBC1D1	29.85843489
DBN1	29.84899926
AC007362.3	29.79996961
TNRC18	29.74476521
INPP4A	29.72054196
ATP13A2	29.66016899
ZNF608	29.64045547
MTMR12	29.56004481
PPM1F	29.55922551
POLR2A	29.50708954
ZZEF1	29.48069109
ADAMTS9	29.43111715
KMT2C	29.42428411
LAMB2	29.38640522
DICER1	29.35464599
NPDC1	29.2643958
ITSN2	29.25366244
SRSF4	29.248731
RP11.1148L6.5	29.18945707
MAPK11	29.12189485
TNK2	29.10240422
PKD1	29.07112618
UBN2	29.06862243
KIAA1462	29.01360014
DCLK2	28.99000679
KALRN	28.95800172
PARD3B	28.93065578
ZCCHC14	28.87500877
ADAMTS1	28.86911123
KDM6B	28.84875885
LDB1	28.78274011
DSCAM	28.69583131
HGSNAT	28.65527742
NEURL1B	28.56603971
USP9X	28.55705814
PXDN	28.52236816
SLC9A3R2	28.50349114
ARHGEF1	28.40210795
RP11.61F12.1	28.31644761
TMEM132A	28.29157282
CREBBP	28.28321904
PTPRB	28.25034946
RERE	28.23458959
KCTD15	28.16248133
C14orf37	28.12578441
DOT1L	28.08819785
MEF2D	28.03921028
FUT4	27.98179376
YEATS2	27.98078205
RAP1A	27.93624747
MSL2	27.87334769
GAK	27.87110641
DAG1	27.80712337
OTUD4	27.73187104
DUSP7	27.72624367
SH3RF3	27.69935737
EHD4	27.67487359
FMNL2	27.67384176
TSPAN11	27.6319755
GLI3	27.58833861
SSUH2	27.58191002
SEMA6C	27.54863575
CRTC1	27.48306365
HIVEP1	27.46117479
MSL1	27.41679839
TONSL	27.33586556
ZDHHC14	27.28469536
ERF	27.25122665
FAM193B	27.06850226
MRC2	27.04625957
DNAH1	27.02117751
NPAS3	26.97000267
RALGAPB	26.89929035
ICE1	26.7477516
TEAD2	26.70876917
MBD2	26.70399339
DYNC1H1	26.67729272
DVL3	26.65926329
WNK1	26.62255324
PTPN23	26.57771015
SBF1	26.45103935
CADPS2	26.43219059
TCF3	26.39260273
IGSF1	26.38411738
TESK1	26.14216184
SH3PXD2A	26.10164188
MED14	26.00352754
VEGFA	25.92080388
TUG1	25.85082641
KLF2	25.84907818
KIAA1109	25.81518077
SSH2	25.78613081
LRIG3	25.72668905
CLIP3	25.71404007
FBN1	25.70450753
AFAP1	25.69924182
DGKD	25.68867737
GIMAP1	25.65227943
FAM65A	25.60811642
SESTD1	25.52913887
HDAC5	25.51298376
ARHGAP26	25.50115875
GOLM1	25.50074741
ITGA3	25.4376129
SEMA3F	25.41704577
PCDH7	25.41496675
RFX7	25.35656678
SYNE3	25.34410123
D2HGDH	25.31902688
CCNL2	25.30199789
C5orf42	25.28767942
PTPRQ	25.23872728
ADAMTS10	25.18161972
MAP3K1	25.14319773
ROCK2	25.14195945
HAPLN3	25.10447424
RALGAPA2	25.09276035
GDPD5	25.0872821
FUS	25.0782084
MBD5	25.03565413
APBB2	25.03225557
FRY	24.99089074
PCNT	24.9700895
NIN	24.9382291
FAM120A	24.88536036
DIDO1	24.83556349
KIAA0195	24.83409171
SIN3B	24.78796788
EPHB4	24.68840671
PKNOX2	24.67551703
SNX25	24.67085746
MAML1	24.6707272
MORC2	24.66992535
UNC5B	24.64901874
SMG1	24.6110985
AC000123.2	24.49871986
STRN	24.48640279
ANKRD11	24.48121256
ZNF662	24.45789586
CYTH1	24.42653523
MDFI	24.41101644
ITGA1	24.39180074
NPHS1	24.38822
ZKSCAN2	24.36630596
ZNF117	24.35085624
RP11.701H24.4	24.27179911
KMT2A	24.27028458
COL6A1	24.25508216
ASPH	24.23855933
MPRIP	24.23699581
FLNB	24.19025271
MAP3K12	24.12862587
FNDC5	24.07860021
PXN	24.06279848
MEF2A	23.98587172
QSER1	23.93190788
PDZD8	23.89335113
EFNB1	23.82316478
ERC1	23.77737106
EP300	23.772333
TPTEP1	23.75104039
RARB	23.69502699
EBF1	23.67513628
CXCL12	23.66580781
ATP13A1	23.66254958
ZNF462	23.63889203
NOS3	23.61131587
PLEKHA6	23.58607609
TMOD2	23.48242704
SRCAP	23.48007183
BEST1	23.45897063
RALGAPA1	23.4365506
NSD1	23.2934419
PPP1R12C	23.23602646
USP34	23.1688903
MAPKAP1	23.11832907
ZFP36L1	23.06776609
MCM3AP	23.04896095
DMPK	23.04085494
ZNF710	23.03046117
RP11.389C8.2	23.00668747
IGF2R	22.96501478
PLXNA4	22.92967686
SOS1	22.92611359
CTD.2562J17.6	22.86712299
MAGI1	22.84448227
SIK3	22.83631919
TRIM33	22.7149272
SETD2	22.62585172
FGF2	22.59501439
HDAC7	22.54565565
CABLES1	22.49733007
ANKRD52	22.44035246
ATG2B	22.38048255
IL1R1	22.34369154
PHF12	22.33665594
ABHD2	22.3068604
NFE2L3	22.25044546
PRKD2	22.23765723
AMOTL1	22.21939915
BCAM	22.19211065
POM121	22.18158837
PI4KA	22.12450944
ZNF507	22.01273736
MTSS1	21.99693335
HOMER3	21.93231884
MYH9	21.91781017
ZDHHC23	21.91672276
GATAD2B	21.90320222
KIRREL	21.90041105
SMARCA4	21.87811234
HOXA2	21.75945512
CAMTA2	21.75477034
TRIB2	21.73311406
USF2	21.70799485
NR2F2.AS1	21.69618788
SBF2	21.69351608
THRA	21.67498161
ZFC3H1	21.67333426
PPARD	21.66599066
GAPDHP59	21.64398352
CDC42BPA	21.61867852
ZNF300P1	21.60155162
DYRK2	21.57916514
ZER1	21.53364003
LMBR1	21.51910855
KIFC3	21.51678686
CHST11	21.46019095
LMNB2	21.45108332
NACC1	21.44368388
DIP2A	21.44215712
CDH24	21.44015279
REPS2	21.43947454
B3GALT5	21.41607109
SETD1A	21.41305984
RP11.295P9.3	21.37701734
RNF152	21.36072165
SEC16A	21.32756333
OSBPL5	21.31242466
MTMR1	21.29162109
NISCH	21.27924614
SETD5	21.27616187
KDM4B	21.22825188
TRAPPC10	21.16780816
MYLK	21.16426492
TMTC2	21.12568845
ATAD2B	21.11370557
VAV3	21.03464854
AP3D1	20.99054173
PIGQ	20.96116255
GRASP	20.95415713
CAPN15	20.87919787
CDON	20.87262681
FAM198B	20.8308518
FILIP1	20.81246002
SMCHD1	20.78089067
ESYT2	20.77703219
EML1	20.74251415
SPIN2A	20.71057333
RP11.411A19.5	20.68033306
SLC12A6	20.67457157
FAM13B	20.61669916
PATL1	20.60188486
ZFYVE9	20.5981368
CDK12	20.58299919
PNMA1	20.58254261
LTB4R	20.46150617
FAT1	20.40831414
FAM189A2	20.39976672
NF1	20.37232074
PBX1	20.34859961
MED13	20.34544384
RP11.588H23.3	20.33815815
HLX	20.31143199
ATP8B1	20.31134609
FKBP10	20.25699433
AGO2	20.24328133
KANK3	20.2196785
ZC3HAV1L	20.21415845
CLASP1	20.19217712
ATXN2	20.17039184
APLN	20.12853115
ZMIZ2	20.11532835
PMEPA1	20.09233087
RUSC2	20.08895969
RAPGEF3	20.04497818
TRPS1	20.02523167
CTIF	20.00671482
RASIP1	19.97480696
RHOB	19.9186978
FAM69B	19.89816507
C3orf70	19.85365312
DISC1	19.83075067
IER5	19.79229623
CITED2	19.74918401
RASAL2	19.74259807
TEAD1	19.68009481
LGR4	19.67608405
LZTS2	19.62648709
MAPK7	19.62305657
RNF169	19.6130396
PAQR6	19.61278078
HSPA2	19.56928937
DPP9	19.54732001
MAML3	19.5467861
ARHGEF2	19.51564732
TBC1D9	19.51376464
RGS12	19.51029068
FOXC1	19.48345324
MAP4K3	19.47617326
ZNF384	19.44510521
MAGI2.AS3	19.42344538
DLG4	19.38495766
TRIM4	19.33423517
TAOK1	19.30945687
C9orf3	19.23912722
ZNF264	19.23324466
SDPR	19.18982352
GSE1	19.13202742
ATP11B	19.0893779
MINK1	19.07138438
ITPR3	19.04996081
FASN	19.04294673
NHLRC2	19.03002047
MLXIP	19.00547408
TRIM24	18.98902106
ZNF827	18.94156703
ZDHHC8	18.92291036
ZNF532	18.90784862
PTPRG	18.8893928
TBKBP1	18.86101629
RBPMS	18.80677282
CDIPT	18.78041003
TRIM28	18.72570536
MKI67	18.71411188
CTD.2536I1.2	18.67520837
PNPLA6	18.65495253
ZNF445	18.64629353
FAT4	18.63741211
ARHGAP29	18.63534637
GRAMD1A	18.62662492
PEG3	18.5998756
TECPR2	18.58843919
CRYBG3	18.56726292
RP11.390P2.4	18.56662777
PRRG3	18.56227331
CYYR1.AS1	18.50068941
NCKAP5L	18.49172605
ZFP28	18.48750563
ELK4	18.46251462
EML3	18.42577073
RHOT2	18.40034729
OBSL1	18.39531969
VAV2	18.38883237
PAPD7	18.37704099
CHTOP	18.37511353
PACS2	18.37205448
PACS1	18.32752436
AHDC1	18.32353665
REPIN1	18.32025761
CCM2L	18.31747341
IMPAD1	18.31412095
MTND4LP1	18.27836423
MAP4K4	18.25815556
ANTXR2	18.21628042
FREM2	18.19999467
FBXL14	18.16002321
RP11.678G15.1	18.15421861
ATP2B4	18.11111184
USP48	18.07545908
LINC00852	18.07162762
RPS6KA2	18.0695482
SLK	18.05982354
X8.Sep	18.05820253
PAK2	18.05515192
MYO18A	18.03724118
GLTSCR1	18.02280468
CREG1	18.00040891
DUS1L	17.97085443
SNTB2	17.95390809
PCGF3	17.91759245
PREX2	17.90562514
MAMLD1	17.89546258
RP1.18D14.7	17.88943659
ARHGAP6	17.85606695
FBRS	17.83780852
STK25	17.83099682
MZF1	17.82320897
TICAM1	17.78802242
PRKACA	17.78222107
SYNE2	17.77813189
PARP6	17.76969205
CBL	17.74739835
ST3GAL5	17.74558082
TBC1D2B	17.72201918
PRICKLE4	17.71344087
NID2	17.71226269
RHOU	17.69488304
LHX4	17.69372121
KMT2B	17.68979364
TELO2	17.68218383
FZD1	17.6785657
RBM15B	17.65182625
NPAS2	17.62814944
ERMP1	17.6249181
PCDH12	17.61639769
PLAC4	17.58836966
PDZD2	17.56621174
ZNF792	17.54728672
NFATC2	17.53704307
SH3PXD2B	17.53671431
PURB	17.53539427
AKAP11	17.52617886
SCN3A	17.52515955
HSPA12A	17.51085639
XYLT1	17.48830368
HUWE1	17.48746398
LINC00472	17.47015567
FGF1	17.44609791
MKNK2	17.44313849
UBP1	17.43240817
C17orf85	17.40192719
SPPL2B	17.40186577
SLCO2A1	17.38495739
SMAD6	17.36993886
DVL1	17.36095915
FHOD1	17.34407854
TAB3	17.31959971
RBCK1	17.31491743
MYCBP2	17.3059003
ZFYVE26	17.26867307
ZC3H12C	17.21993282
YTHDC2	17.21231558
ZNF436	17.20249384
ZNF362	17.18835891
ECE1	17.18090995
TET2	17.18079632
CXXC5	17.17763166
RP11.1099M24.6	17.17304899
NUMA1	17.14900235
TRIL	17.14825982
SH3BP5.AS1	17.14627377
AGFG1	17.13303831
RB1	17.12894053
ZFAND3	17.12530489
USP9Y	17.11241631
STARD8	17.10792988
FN1	17.09648291
SLC6A6	17.07333149
ZMYM3	17.03810772
ARHGEF10	17.02365902
LYST	17.01064623
NEFM	16.99517249
AFF1	16.97309718
ZNF512B	16.97123332
TRRAP	16.93531001
DNAJC13	16.92197926
ZNF746	16.90837063
SYNGAP1	16.89651067
RCSD1	16.89440814
SGSM2	16.88547283
ZNF276	16.86656736
TACC3	16.83976846
LZTR1	16.81931951
SERTAD2	16.8174738
STOX2	16.80466703
KANK2	16.79843979
FZD8	16.78461972
BRAF	16.76074957
MEN1	16.73877031
ZKSCAN8	16.71850469
GLTSCR2	16.70583904
ZNF236	16.70235227
ROBO2	16.67405028
TRAM2	16.6734293
RP11.448A19.1	16.66094561
EXOC3L2	16.63522389
KIAA0100	16.63343435
ZNF775	16.62571643
SRM	16.59805609
ASAP1	16.59633201
UPF1	16.56560368
SOS2	16.55553443
MAML2	16.55184391
TNFSF9	16.5435367
ZNF571.AS1	16.54183216
GRAMD1B	16.53004222
MICAL3	16.50271962
CTD.3247F14.2	16.49360634
APOD	16.48468137
PLXNA2	16.48112757
DGKH	16.47961707
EP400NL	16.46461482
PPP6R2	16.4559842
TJAP1	16.44569599
IRX3	16.43526761
UACA	16.43141234
KLF3	16.4213329
WIZ	16.40238877
CUEDC1	16.39225776
DGAT1	16.35437209
RTN4RL1	16.31414132
KIF1C	16.25389366
TANC1	16.25018766
RAPGEF2	16.21571181
THRB	16.18667744
BMP1	16.1696199
AP001172.2	16.16194708
HOXA5	16.15938896
BCORL1	16.1496619
NEK6	16.14006558
TIE1	16.08550349
SPTBN1	16.07534747
FAM160B1	16.01408592
ENGASE	16.00597308
AFF4	15.97232537
ALPL	15.96385199
FAM193A	15.9593792
IRAK3	15.95822194
SVIL.AS1	15.95475324
PROX1	15.92838872
HTT	15.92759276
AC083843.1	15.90374008
CD37	15.90095785
TGFB2	15.85490694
KCTD12	15.85415744
STMN3	15.82428994
HIST1H2BF	15.82219251
TBC1D9B	15.75800585
NPR1	15.75577589
RBMS2	15.71237777
N4BP1	15.70109033
SNX9	15.6821554
LL22NC03.86G7.1	15.67500351
KDM3B	15.66731507
MEGF8	15.64059714
POLE	15.58807199
PLAGL2	15.5703739
CHST12	15.57015329
HMG20B	15.56492052
SCARB1	15.5620883
POU6F1	15.56058504
DYSF	15.48556219
CYTH2	15.46951168
LINC01585	15.4691631
ITGA8	15.465457
PRR14L	15.41971647
SYDE1	15.41915618
VANGL2	15.40413484
DST	15.38542365
MLLT6	15.3846629
ITSN1	15.37996742
RELA	15.37675941
ZNF366	15.36321409
PDE7B	15.3561708
TGM2	15.32929216
CDC42EP1	15.312742
PFKFB3	15.30010317
ADAMTSL1	15.2958622
FNBP4	15.2786174
PIK3R1	15.26004844
CD81	15.251758
RPRD2	15.23508659
LRCH2	15.22893956
CMIP	15.22726044
BCAR1	15.21300032
DLGAP4	15.2075988
DSCAM.IT1	15.18557875
DNAJB2	15.1434807
HIP1R	15.13946627
MMP25.AS1	15.13288368
PNPLA2	15.12351414
SULT1C2	15.12228438
PLXNA1	15.09701216
NR3C1	15.06725284
LATS2	15.06339817
KIAA2026	15.00922993
CRACR2B	14.99564634
RP11.147L13.15	14.99387015
RN7SL751P	14.99178202
RAPGEF5	14.99113239
SIK2	14.97477731
MKL1	14.96306352
RP11.124A7.1	14.95844793
ADGRF5	14.95761765
ZSWIM6	14.94554283
ZNF460	14.93541453
TCIRG1	14.92778278
ZBTB34	14.92151975
TSHZ1	14.92028618
RIC1	14.90233207
SIPA1L3	14.900909
FURIN	14.88604436
NTNG1	14.88566223
SUGP2	14.86089777
DUSP8P5	14.85575891
LRBA	14.8070766
FOXJ2	14.79708411
ZBTB7A	14.79131539
FGD5	14.78762829
AMER1	14.77634635
BACE1	14.75989168
RP1.142L7.5	14.75688794
WWC2	14.75136211
AKNA	14.75129375
SLC16A13	14.74663352
ATP11C	14.74192045
PRDM2	14.73679976
ITGA9	14.7228395
ZBTB37	14.71471303
RP11.186B7.4	14.71280426
TAF1C	14.69651591
KLHL11	14.65556505
MICALL1	14.65149761
TTC9	14.63146058
LRP11	14.63138286
ATRN	14.62893619
SPOCK2	14.62695931
UBR5	14.6150654
SLC9A1	14.61411383
NBEA	14.60803708
AP000962.1	14.57314425
MTA2	14.56696488
CRAMP1L	14.56491398
TLE1	14.56186493
ADAMTS18	14.55598675
STAB2	14.54001046
UBE2Q1	14.53135151
SETD1B	14.50846789
CD55	14.50246302
CDK16	14.4933332
ATG2A	14.4699832
CDK2AP1	14.46558802
AGAP1	14.4509429
SSPO	14.4040327
JUNB	14.39056054
SFPQ	14.38153341
STRN4	14.36268856
LIFR	14.35631293
UBR3	14.35066976
KDM2A	14.35024409
PVRL3	14.34909321
TMEM47	14.33501737
CSF2RB	14.31970506
SP1	14.29047322
DOCK7	14.27824232
RABGAP1	14.27106905
RP11.26H16.1	14.26587374
MMP14	14.26353084
MAN1A2	14.24130616
CDKN1B	14.22570142
GAB2	14.2006802
MAST2	14.18426384
KLHDC10	14.1782448
NLGN2	14.11478634
MYO9B	14.08885064
FGFR3	14.08442928
LRCH1	14.07569597
MMP25	14.07071798
NET1	14.06131894
TAF4	14.025598
GGT5	14.01576095
DMTN	14.01182681
SCN4A	14.00099679
SFMBT2	13.99004669
MARVELD1	13.97180524
UBQLN1	13.96450419
SLCO4C1	13.94135708
RP4.773N10.4	13.9358033
AC093110.3	13.93372197
CTD.2270P14.1	13.93102791
RP4.545K15.5	13.91937626
ZC3H6	13.89607512
ZBTB4	13.89230134
CHST1	13.86475871
NLK	13.85469215
TRIP12	13.8512195
PIK3C2B	13.83806464
MAP2K5	13.8324911
ZFHX4	13.82384798
RP11.146G7.2	13.80929669
AHSA2	13.79580793
RIN3	13.79009944
FAM222B	13.76949169
COL15A1	13.76029186
CAPN5	13.75860183
PTCH1	13.75237551
TBC1D16	13.75209067
FBXO30	13.73916445
FOLH1	13.70622308
CCDC97	13.68696827
EMCN	13.66841053
MMP16	13.66642252
HEXIM1	13.66484075
PIK3CG	13.66062223
FOXP2	13.64838787
SH3TC2	13.6409119
FZD4	13.63701837
NCOA3	13.62788754
CCDC6	13.59023751
SART1	13.58022889
AEBP1	13.57807772
MAMDC4	13.57605822
USP6NL	13.57460765
RP11.718B12.5	13.57404959
GNA11	13.56867775
CORO2B	13.54710473
ITPR2	13.5442617
PDE11A	13.53324606
CTD.3022L24.1	13.52971123
WT1	13.52822559
FAM43A	13.50317577
PALM	13.47612105
HERC2	13.46690831
GPR173	13.4508315
KIF13A	13.44267802
RP5.857K21.6	13.42984395
MPZL1	13.42909473
EPB41L4A	13.41551545
MED15	13.38016173
SH3GL1	13.3779175
TNKS1BP1	13.37609731
AC005550.3	13.35073883
MICALL2	13.32838069
TET1	13.32545343
REEP1	13.31442605
KHNYN	13.30910116
LATS1	13.30722035
ANKS1A	13.29454723
SREBF1	13.27964551
ATMIN	13.26334989
MAGI1.IT1	13.26233692
RP11.21G15.1	13.2550911
SHC1	13.25190597
SETD6	13.25037898
AC005042.4	13.24827363
PCDHGA7	13.21001675
CMTM4	13.20995729
RP11.507K2.6	13.18854974
ARMC5	13.16444865
MLLT1	13.16000785
BRWD3	13.15339799
ZDHHC3	13.1382298
MARCKSL1	13.13787898
MAPKBP1	13.09691575
FBXL19	13.09281908
IGSF9B	13.03950509
PTRF	13.03699591
DOCK4.AS1	13.01896548
GRK5	13.01547982
ARHGAP17	13.01430979
DIAPH2	13.00408612
MTRNR2L3	13.00117928
DIP2C	12.99837088
GATA6	12.99590676
CCNI	12.97154011
WIPF1	12.96072419
CC2D1B	12.9601106
ACACB	12.95737855
ULK1	12.9557742
ARFGEF3	12.94612293
PTPN12	12.94265205
FAM129B	12.92859244
EDNRB	12.92396648
ZNF711	12.92301176
DMWD	12.92106541
EPG5	12.91512842
FAM107B	12.91471894
SNX19	12.90841741
BAZ1A	12.90313076
DOK6	12.89768465
TERF2IP	12.87589975
SFRP1	12.87509491
BRPF3	12.8655419
CFH	12.85631719
SLAIN2	12.85251542
RNF165	12.83649716
QSOX2	12.81755581
CRAT	12.80153357
BSN	12.7890946
MED13L	12.78213912
BRF1	12.77834808
RP11.506K6.4	12.77787633
RP11.181K12.1	12.76836524
AMOT	12.75816343
CASC15	12.74952363
PSPC1	12.74186589
ARHGAP33	12.69897606
CCNJ	12.69620836
SLC35E2B	12.68843815
CNOT3	12.68482997
RP11.138H8.8	12.68257886
ASXL1	12.66616148
GREB1	12.66421527
TTC7B	12.65623907
ATP2B1	12.6383117
CFI	12.63682389
MEX3C	12.61150176
EYA1	12.59463186
RGS19	12.5823567
PLEKHM2	12.55998547
PCNX	12.55758935
CCSER1	12.53811958
OLFML1	12.52701942
CRELD2	12.51970182
IGSF3	12.51188738
ATF7	12.47226854
CYB5R3	12.47089016
BOC	12.46869413
HERPUD1	12.46137433
PCDHGB7	12.44883119
PGM5	12.43469659
ZNF154	12.43048126
PTOV1	12.42856335
FGD6	12.42208273
SOBP	12.41641654
LA16c.313D11.12	12.37066112
SLC25A29	12.37023137
XPO6	12.36522856
TPRXL	12.36255136
ZNF70	12.34700621
