Gene	Rank
PPP1R14B	3.381154075
CGB2	3.376059492
NUDT9	3.365040991
GOLT1A	3.363658115
AC104304.1	3.363658115
SYNPO2	3.361994119
YWHAZ	3.353330496
RASSF4	3.351280208
NDUFB10	3.340782849
AL139393.2	3.338925766
SDR39U1	3.332242153
PEBP1	3.330586929
ABHD11	3.323084185
PIH1D1	3.319662309
PRDX5	3.295228893
VAT1L	3.29399738
AL360270.3	3.289742568
LAGE3	3.28366908
NUPR2	3.273115038
CALM3	3.270887931
UBL7	3.266852696
PMF1	3.257183236
PRAF2	3.256055485
HNRNPH3	3.25252484
BRK1	3.251594874
SNRPN	3.241033551
LNCPRESS1	3.236240891
GRINA	3.233071698
CISD3	3.231015837
C14orf119	3.226062544
BUB3	3.222747631
YWHAH	3.222729709
SYPL1	3.222549343
MTCH2	3.218937172
EIF4A3	3.215439624
MRPL18	3.214537605
YIF1B	3.213667308
TMEM50A	3.211711259
THYN1	3.204781453
LSM12	3.204186592
LYAR	3.195620455
PNPLA4	3.19040494
SDSL	3.190099187
UFC1	3.185150319
YBX3	3.180085665
SSU72	3.175530346
CACYBP	3.171453189
VEPH1	3.170393732
PPP1R9A	3.167289243
MAL2	3.14433232
CNN2	3.140907832
UBXN1	3.139002804
PPP2CA	3.129971131
CYSTM1	3.119401816
BZW1	3.115669271
DPAGT1	3.1009384
NABP2	3.097866646
LAMTOR2	3.092603614
SNRPA	3.077945948
LINC00665	3.074751948
KCND1	3.043559266
BEX1	3.04031856
ERI3	3.030857892
EI24	3.030111877
SRSF9	3.029071392
RCHY1	3.028897681
PITHD1	3.026099569
ID3	3.025469584
HPRT1	3.020117652
ITGA2B	3.015270815
PEMT	3.012441103
TKT	3.008261455
NOP16	2.99628005
NUDT14	2.994012246
OLA1	2.98734659
HNRNPAB	2.983664328
EIF4E2	2.983530181
LAP3	2.982243435
IGFBP3	2.977763584
AC016044.1	2.977763584
BANF1	2.952303179
AC009005.1	2.951223566
CRYBB2P1	2.949072267
BIRC5	2.946979252
PHPT1	2.934371841
CCDC181	2.928106232
ATP5F1D	2.927497369
CD99P1	2.925071769
GPX4	2.913048292
ACTL6B	2.911747652
EIF4EBP2	2.910575146
MESD	2.90612643
SFR1	2.89666644
RRAS2	2.896588501
NPB	2.888416472
VTA1	2.888196591
PRKAR1A	2.878686243
GNAS	2.877022272
GPM6B	2.87547778
NIPSNAP1	2.870506302
DYNLL1	2.86507938
ALDOA	2.86507938
RFC4	2.862028955
SLC25A33	2.859146072
NDUFB5	2.85843839
SNTG2	2.858002669
REX1BD	2.854599067
DNMT1	2.85356258
MAP1LC3B	2.840528952
APELA	2.840222971
ABRACL	2.839102539
LY6E	2.838269651
CMPK1	2.833691968
TXNL1	2.829793406
ATP5S	2.827263194
AC004233.3	2.825305117
HIGD2A	2.81668136
AP1M2	2.815779267
HSPA4	2.809915136
RPL23AP42	2.809638784
GOT2	2.808706117
ACTG1	2.808672014
CDCA7L	2.808111665
RPL18	2.805719273
COX8A	2.802852414
CHMP2A	2.800603517
RAB11A	2.798331171
AC009654.1	2.797935215
RBM17	2.797444485
LSM4	2.796983412
TMEM179B	2.796636507
MEA1	2.794159514
APOA2	2.789519852
CDH1	2.785196307
SAE1	2.784897529
SNRNP40	2.784832022
BABAM2	2.782680304
HLA.DPB2	2.781338734
NAXE	2.781331781
HLA.DRB1	2.780482555
CMTM4	2.779034311
EPS8L2	2.775224231
FP236315.1	2.771925218
SPINT1.AS1	2.769210277
NAA10	2.767997414
TMEM11	2.765966731
CTSV	2.757449015
SSNA1	2.756154949
POLR2I	2.753126995
CENPX	2.750561406
DOCK3	2.74814922
DNMT3A	2.741032353
THTPA	2.727550941
ATP5MC2	2.726603822
ARF4	2.722261435
LSM10	2.719712666
DRAP1	2.717920976
PRDX2	2.714987769
TGIF1	2.71457088
MCRIP2	2.71254031
DCLK1	2.70829625
CRABP2	2.705020891
POP7	2.702139394
AC025268.1	2.696074894
PSMF1	2.690791338
HINT2	2.690097475
SF3B5	2.689911865
CCNB2	2.686416697
GCA	2.683914836
MRPL4	2.682810712
LAMTOR1	2.681858484
AP1S1	2.678764389
MT.TC	2.678472772
DUT	2.674245326
YPEL3	2.670893823
AD000090.1	2.664007743
IL23A	2.644371925
TMEM147	2.642970784
ECD	2.63744574
AC020915.3	2.635044181
AURKB	2.631286232
DNLZ	2.630831948
TOX	2.628731153
SPCS1	2.627343903
CDC123	2.621689902
NDUFV2	2.615460868
FKBP1B	2.592783061
TIMM13	2.5919445
AC005944.1	2.579873528
MRPS16	2.578347828
IRX2	2.578155443
AC006213.3	2.563158988
TTTY14	2.557591098
PSIP1	2.555116717
SAMSN1	2.552644846
EEF2	2.552192281
ORC4	2.549451814
LCMT1	2.538980123
MT1M	2.534286948
BCLAF1	2.533593284
C1orf21	2.531887623
PSMC2	2.531260963
HIST1H2BM	2.528797217
PLEKHJ1	2.525152317
UBE2A	2.524164055
AC005083.1	2.523122418
FABP3	2.516935889
ZDHHC12	2.513169225
PPP1CA	2.506706356
CXCL12	2.502291088
RAB7A	2.499082967
ALG6	2.495014003
CEP76	2.493289501
TTC4	2.49324527
RSL1D1	2.490971047
ATP5MC1	2.490885953
GEMIN6	2.48830487
CDK4	2.48475696
NUB1	2.47699282
ACAA2	2.475098179
SCAF1	2.471314818
PKIG	2.466636514
SOX2	2.464558297
IFNAR2	2.464511809
RPP21	2.463816754
EIF1	2.460161947
TECR	2.458736714
RFXANK	2.452832794
ERP44	2.448437951
DBNDD2	2.441987675
PSMB2	2.4326366
ZMPSTE24	2.424391271
ID2	2.419643795
TMEM106C	2.417613865
SWI5	2.411055585
ARL6IP5	2.406124738
RAB10	2.402703306
C9orf16	2.392236435
EIF3M	2.38897152
ADI1	2.388495359
CDC42EP1	2.386210185
AC093512.2	2.383922763
ETFB	2.382063951
SOSTDC1	2.381647427
AC093614.2	2.381062517
ID1	2.379291849
TAF12	2.374879304
SEC13	2.373052531
AC145207.5	2.366797092
CNMD	2.365667864
APOO	2.364701037
KCNMA1	2.363307055
LTC4S	2.363307055
LINC00449	2.363307055
U2AF1L5	2.360089905
TNKS2.AS1	2.359156442
DANCR	2.353373313
TRIAP1	2.342693309
MED10	2.34193805
TSPAN2	2.341316954
FAM32A	2.341014179
CDC34	2.339554581
KDELR1	2.339190945
MPPED2	2.336334394
TAC3	2.330375836
CLNS1A	2.329794383
TMEM199	2.32964838
BNC2.AS1	2.326842385
SGK494	2.326842385
PNKD	2.324954258
7-Mar	2.322241832
COMMD4	2.32204612
NUP107	2.321689722
LCTL	2.320990204
PPP4C	2.320356071
AC092718.2	2.317771207
UCK2	2.314424562
KDELR2	2.311618229
MRPS9	2.310225911
LGALS7	2.309384008
MRFAP1	2.309310158
ARMC10	2.308416015
TCEAL4	2.308271967
CROCCP3	2.30582225
DNMT3B	2.298025683
SSSCA1	2.28897142
RPS3	2.281379856
VBP1	2.281097843
TXN2	2.278642429
RNASEH2B	2.277999023
BSPRY	2.277224829
MT.ND5	2.275902981
AC090607.3	2.272685023
DYNLRB1	2.272323585
ASNA1	2.270983439
RAB1A	2.269987036
ZNF580	2.269279175
HNRNPH1	2.267798791
TNNI3	2.266995603
TRAPPC6A	2.266795821
YKT6	2.261112801
RNASEH2A	2.257272026
LEPROTL1	2.25571728
AAMP	2.254732555
KARS	2.252038114
HSP90AB1	2.249613965
ADRM1	2.248045622
MRPL55	2.246878799
SPC25	2.241635196
ATP6V0E1	2.23810008
WTAP	2.237453517
PIP4K2A	2.235418502
DPP10	2.230817613
AKR1B1	2.220855783
TMEM230	2.219516221
TERF1	2.216525326
TSPAN7	2.215226549
CHCHD5	2.212415017
ECHDC1	2.20798539
EIF3D	2.207203494
ZNF22	2.206776214
FP671120.4	2.20239233
NDC80	2.202074475
FAM177A1	2.201065115
S100A16	2.200671705
HSD17B4	2.198892433
C9orf116	2.194130566
AC007318.2	2.193732855
CSTB	2.188281093
SBK1	2.184438305
FXYD7	2.18375046
TFG	2.17671103
TIMP1	2.173713324
SH3BGRL	2.17290792
SNHG17	2.166718574
GCHFR	2.165392725
MRPL9	2.162057254
SDHB	2.161285389
TRIR	2.155577535
HSPA8	2.155278386
WDR43	2.154199322
GLUL	2.148673724
ZFAS1	2.145272411
PIGM	2.144347017
CRACR2B	2.143182256
DNMBP	2.141407285
TIMM17B	2.137421143
PARL	2.134310562
SSBP2	2.133641288
GDI2	2.132953822
DDX25	2.129049837
THOC6	2.125562009
VRTN	2.125020118
BCAS2	2.122098125
DPM1	2.118202835
ISCU	2.11754539
GAPDH	2.112011961
RPS4Y1	2.10707568
BCL2L12	2.102923136
C2orf49	2.098754895
GSTK1	2.096430893
BEX4	2.094786553
BEST4	2.092959474
FAM184A	2.092447179
EXOSC3	2.088291623
CDC20	2.087739278
CSE1L	2.084426999
NARF	2.083531822
RTL8A	2.082635634
ADSL	2.079607387
ECI1	2.076719282
MRPL11	2.072091284
ADNP.AS1	2.07080258
GTF2F2	2.069157407
BEST1	2.068443908
ZNF880	2.066616023
LSM2	2.066583037
IGSF9	2.062833383
AC134407.3	2.062439598
GNG5	2.061234644
HNRNPC	2.061227579
VRK1	2.059854251
DGCR6L	2.059232388
KRAS	2.059096087
PPIH	2.058928147
LAMTOR4	2.058810543
C9orf135	2.058057186
ANXA7	2.053732362
PMPCB	2.050761812
EIF2AK4	2.047040929
TPM1	2.046991294
THSD8	2.046861681
UFD1	2.046685196
GABARAP	2.046533876
SLC51A	2.046236384
HACD3	2.046233226
ZNF490	2.041130288
TTC1	2.039138732
MORN3	2.038158938
SAPCD2	2.038158938
SYNGR1	2.031729161
GINS2	2.031603107
PMS2P1	2.024870775
SHISA2	2.024662723
VPS72	2.023706373
PLA2G4C	2.022752224
KLKB1	2.022052348
TOMM20	2.021245566
MFF	2.018380772
WDFY2	2.018332498
BLOC1S2	2.017308225
UBE2N	2.016157646
ZFP64	2.016009991
PXN.AS1	2.01477738
IMP3	2.013998144
EED	2.012121211
MFAP1	2.009956794
GPI	2.009170177
RIBC1	2.004689407
MRPS33	2.003307258
PCDH1	2.002172219
DUSP23	2.001654946
DDX39B	2.001418171
HSPB2	2.000237391
NHP2	1.998622697
DVL1	1.998013145
AC008610.1	1.998013145
COX7A2L	1.99621766
UMPS	1.994482326
NDUFB9	1.993786737
PCNP	1.993528226
AC106864.2	1.993454266
STRAP	1.992537341
C20orf27	1.990051619
APEX1	1.98941947
ISCA2	1.989232872
BORCS8.MEF2B	1.988767735
STEAP4	1.988585951
TOM1L1	1.987425387
TDP1	1.986878577
RBM34	1.986605222
C15orf38.AP3S2	1.985806908
NCBP2	1.985722486
GEMIN7	1.983244002
LSM6	1.981558986
CD9	1.981390781
RABL3	1.979123475
CAB39L	1.975881421
ITM2B	1.975049293
MSR1	1.974118653
SLC38A2	1.973449044
RHBDD2	1.973379522
GNB5	1.969060338
COPS8	1.966507388
AC105285.1	1.966185959
AC087354.1	1.966185959
PDIA3	1.962679623
ZFP14	1.959370725
ELOVL7	1.958269325
CDH3	1.953346999
CRIP1	1.952388168
SDHAF3	1.951600819
YBEY	1.950928103
OAZ1	1.949242406
COA6	1.946799789
ADH5	1.946617191
LSM12P1	1.940674557
SDF2	1.938901799
ESRP1	1.93719955
DNAJC28	1.93661078
ERP27	1.934706144
ACTL6A	1.93212648
ZNF195	1.931053363
MAU2	1.929988728
ZNF667.AS1	1.9270006
PPP1R11	1.923685799
ZFR2	1.9232175
RPS6KA2	1.921490832
VPS35	1.918606628
DNTTIP1	1.909516285
COX20	1.907807143
ZNF883	1.90651551
BEND3	1.904218779
CALN1	1.89847882
MT.ND4L	1.89458843
DDX19B	1.894296351
MAGOH	1.893760395
NDUFA3	1.892902893
NUDT7	1.890341092
TMEM242	1.890049924
POP4	1.887345185
HACL1	1.884405756
SPINDOC	1.883843965
SREK1	1.883837835
HDAC3	1.883765823
HIST1H1E	1.874767903
AIMP2	1.874673968
SLC17A5	1.873172215
HYI	1.870846103
NDUFA10	1.87070796
PYM1	1.868840313
PNRC2	1.860681058
AUNIP	1.860604608
RRM2	1.858880297
FIS1	1.858629516
SMIM4	1.857756991
TMEM9	1.857739481
PAIP2	1.857130822
GSTP1	1.857119246
SFXN1	1.854430714
LUC7L	1.852990492
TMED4	1.852368738
TMEM205	1.852262997
ATP5F1B	1.851287089
EMC3	1.847877983
GMNN	1.84691371
TMEM126A	1.846075196
MT.TQ	1.845429158
POLD3	1.844799136
EXOSC9	1.844091067
PPIL4	1.843372877
ANAPC16	1.843152271
EPB41L1	1.841744485
CHAC2	1.840358952
CLTB	1.839516697
ZMAT4	1.838045395
TXNRD1	1.83753484
RAB38	1.837308943
ZMAT2	1.837038407
PLXNB1	1.836114674
DEPDC1B	1.83585658
GHRL	1.835435119
RBM18	1.833772654
YWHAE	1.833248754
CHP1	1.832733917
CXADR	1.832060481
PSMD7	1.83101832
CAMTA1	1.830888433
TCEA1	1.8283955
RPF1	1.82766327
SURF2	1.827422847
POLR2G	1.826382617
SPINT2	1.826175078
BST2	1.825975282
PRKAR1B	1.824789096
NDUFV2P1	1.823431836
DLGAP1	1.822848888
PRDX4	1.82211609
AL355338.1	1.821273902
MT.TY	1.816572018
KCTD6	1.814918234
TFB1M	1.811506466
MYL5	1.809009796
OARD1	1.807980382
RPP30	1.806695562
DPM2	1.805273466
SPCS2	1.804798269
VKORC1	1.804735001
ENHO	1.802638399
STOML2	1.800950878
C19orf81	1.800471881
FOPNL	1.800446104
GSTT1	1.79935325
OGFOD3	1.798133005
HIST1H3G	1.795396809
CBR3	1.79351372
CRIP2	1.791508967
ORC3	1.790999292
OCIAD1	1.789815514
PCSK6.AS1	1.785350004
UQCRFS1P1	1.78282085
HIST2H2BD	1.782476893
PLPP2	1.778198828
ARMT1	1.774015858
SAAL1	1.773822353
C4orf48	1.77329954
AC010970.1	1.771908236
RPA2	1.768913908
MRPL30	1.768068972
RBMX	1.767239178
MLF2	1.766715778
AC009093.3	1.764718765
UBE2D3	1.762738431
TMEM123	1.761979672
UTP18	1.760321132
AC010642.2	1.75886093
RWDD2A	1.758528924
DIAPH2	1.755838422
NDUFAF3	1.749885433
RPL36	1.748593293
EIF1AX	1.746522135
AL442663.3	1.74327516
SPG21	1.743254348
PIMREG	1.740676221
GGPS1	1.740186461
PCCB	1.738688313
RAC1	1.737019337
AC106897.1	1.736156336
AC233723.2	1.736156336
SAP18	1.734695394
USP44	1.734488141
RPL13P12	1.733577174
ATP1B3	1.730068544
NUDT8	1.727837064
UQCRFS1	1.726048798
PPP2R1A	1.725181761
C19orf53	1.724365319
MCF2L	1.721962228
AC090984.1	1.721962228
MRPS7	1.72146428
HIST1H2APS4	1.714886934
POLR3K	1.711738772
APBB2	1.711684248
STMN3	1.710775149
SH3BP4	1.710775149
NELFE	1.710419922
UBE2S	1.709921144
NUP93	1.709494833
DNPH1	1.70746009
MTA3	1.707238691
AC097493.4	1.705463221
TEX26.AS1	1.705079241
NAPA	1.704003831
UXT	1.703599579
GRB7	1.7019493
CELF5	1.701665428
C8orf48	1.700779845
HMGN2	1.697842152
SCHIP1	1.696885899
EMP2	1.69545326
LIN28A	1.695051151
MYCBP2.AS1	1.69374804
AC009054.2	1.69374804
PAAF1	1.693579503
SAFB	1.691768387
EBPL	1.690282079
CA11	1.690200857
TMEM219	1.68960103
RAP1B	1.688918963
G3BP2	1.688536906
SNHG5	1.68645329
IMMT	1.68346825
TMEM141	1.683194939
CCDC28A	1.68040424
C11orf58	1.679574572
NIPSNAP2	1.679170745
TXNL4A	1.677748988
ZNF181	1.677744716
SERPINB8	1.677171433
ZCCHC17	1.675985522
SLU7	1.675546222
SNW1	1.673379372
EIF4EBP1	1.671692589
IQCB1	1.670584524
AC125611.3	1.669478887
AL591806.3	1.668857997
YBX1	1.664809378
LYPLA2	1.6631848
CMC1	1.66068399
CHMP4A	1.65963747
PRELID1	1.659332784
MGST1	1.658315645
H2AFV	1.658050964
NKAIN4	1.657451473
NONO	1.657064098
MAGOHB	1.65522057
SDHAF2	1.653594316
ARL6IP6	1.653273075
C7orf50	1.652506471
TYMS	1.651166314
ZNHIT1	1.650097715
SNRPB	1.650091471
ZNF830	1.647818393
MRPL12	1.646164256
MRPL52	1.645684122
GMPS	1.643357269
PSMD12	1.642567978
LAPTM4A	1.641203705
SCFD1	1.640307945
TMED2	1.639989227
VDAC3	1.639198902
CENPM	1.637950916
SYNGR2	1.637610819
AC090152.1	1.636502256
FUNDC1	1.635353669
GPN1	1.635102667
PARPBP	1.633696733
TMEM14C	1.63223875
PPA1	1.631852814
FAM172A	1.631082454
UBE2F	1.630805173
RBMS1	1.627281912
DCUN1D4	1.626931162
MUC3A	1.624973454
L1TD1	1.62481145
STXBP3	1.622883472
PWP2	1.621883368
UPF3B	1.621543763
NMU	1.621432038
ARPC1A	1.620573405
SHANK2	1.619224199
HNRNPF	1.617905938
GPX1	1.613547231
NBDY	1.610926185
NOL7	1.61084422
SNRNP25	1.609426204
UTP11	1.608067858
TATDN1	1.607975232
NRXN1	1.606095919
NDUFB11	1.603062942
ENSA	1.603015733
AC012254.2	1.602921499
ODC1	1.60284387
CMC4	1.601411421
RAD1	1.597947076
MRPS12	1.594923716
CLDND1	1.591881079
G6PC3	1.590887317
CIAPIN1	1.590503609
GUCA1A	1.589148276
MTSS1L	1.587624251
SLC7A3	1.586996754
ARPC5L	1.58615744
AC061992.1	1.58494054
AF186192.4	1.58494054
ARG2	1.584447916
NUCB2	1.582694345
TSC22D1	1.579746667
AC073332.1	1.579261881
ADSSL1	1.579261881
DERA	1.578679332
FBXO44	1.577231021
SLAIN1	1.573593296
NTMT1	1.572470094
GCSH	1.572231951
HSD17B10	1.5713613
RFLNB	1.570854501
NSUN6	1.569568626
CDK7	1.568145167
RACK1	1.563218965
GPLD1	1.562286334
SEC11A	1.559735171
TIMM9	1.559703329
SCNM1	1.559490006
SLC2A3	1.558870312
SNX5	1.558090341
MRPS11	1.556169343
RNASEH1	1.555495685
GPBP1	1.554477323
GGCT	1.553466905
ERICH1	1.553134944
KLF3	1.55276804
PSMC3IP	1.55135212
SFRP1	1.551017977
MLLT11	1.550653637
PDE6D	1.548710762
CLIC4	1.548091812
PDCD6	1.547760326
ANP32E	1.546067024
YTHDF2	1.544254171
ANXA5	1.543772405
MT.ND6	1.543107528
CCZ1	1.54159433
AL590139.1	1.539793163
MRPL58	1.539581373
CARHSP1	1.539422135
ALG3	1.538707035
RUVBL1	1.538668804
PFN1	1.536936474
CASP6	1.536887124
RPL7A	1.534816128
HIST1H3E	1.534526941
HIST1H4E	1.533620355
PHF6	1.533126925
AES	1.531025729
C1orf123	1.529610056
UBE2C	1.527737436
ANXA9	1.525764024
BRF1	1.524275775
GAMT	1.523248722
ZMAT5	1.522557233
CNIH1	1.52171898
USP37	1.520312864
PPP6C	1.519953573
FHOD3	1.517888038
HNRNPA3	1.51768031
HMGB3	1.515514505
MYEF2	1.509216376
AL034430.1	1.507764712
FAM104A	1.506826598
TPGS2	1.506744699
ILF2	1.506569743
SNX2	1.505705673
TUBG1	1.505450572
NREP	1.504058106
ANO7	1.503964863
AC006001.2	1.5033324
RPL14	1.50010533
SECISBP2	1.500066388
TCF7L2	1.500059002
RAMAC	1.499948613
GPR176	1.499317062
FURIN	1.498804059
ARPC2	1.498021203
PPP2R2A	1.496472956
ELP4	1.495592185
C1orf74	1.49533365
SAT2	1.494643988
NDC1	1.494593927
ALDOC	1.493373503
CPVL	1.493242188
CGGBP1	1.492901036
PSMC4	1.489349604
RPL29	1.489349604
AC040162.1	1.488693025
CENPV	1.487805313
ACOT13	1.4872082
BLZF1	1.48578548
CYB5B	1.485332552
CPXM2	1.484308705
GTF2A2	1.483723839
C4orf46	1.483042146
ALDH3A2	1.482824523
PIGU	1.482594962
TMEM69	1.481724559
MT1JP	1.479838826
RNU1.59P	1.479838826
ADIRF.AS1	1.479838826
GPATCH4	1.479564546
PTMA	1.478637077
CIAO2A	1.477766262
SRFBP1	1.474221288
FKBP4	1.473802718
DOK5	1.472503525
PTRHD1	1.470723032
B3GNT7	1.469293396
APOE	1.468557914
MBTD1	1.468220972
AC062017.1	1.467261246
LINC01535	1.467242511
PPIE	1.464636504
AC139530.1	1.462627738
CDC42EP5	1.461929864
TUBA4A	1.460099408
HIST1H1C	1.458966425
PRMT1	1.457466801
NDUFC1	1.457330962
NBEAL2	1.45662667
SLFN12	1.45654968
PSMD9	1.456111503
PHB	1.454312987
SOX15	1.453665367
SLC30A7	1.453492823
FCGRT	1.453054118
JDP2	1.451332926
PRPF6	1.451150903
NDUFAF1	1.450843912
FAM229B	1.450141652
AC005833.1	1.448838316
WDR86.AS1	1.448493643
NASP	1.446866975
MRPL10	1.445084441
POLR3G	1.443990699
AC092070.2	1.443747641
SF3A3	1.442860375
LGMN	1.441801628
LARS	1.43865736
AC008038.1	1.437269943
NSFL1C	1.43582693
HIST1H3C	1.435788768
AC018557.1	1.435752642
ATPAF1	1.435349861
AP3S2	1.434754405
CCZ1B	1.434089726
RPS19BP1	1.432991235
STX18	1.432941158
FADS2	1.431381966
TSR1	1.430718573
AC022075.1	1.42984445
AC026403.1	1.42984445
ZFP36L1	1.429594495
IMPACT	1.429255491
DNM1	1.428153078
RAB3C	1.427951286
ATP6V1D	1.426930739
ATP6V1E1	1.426908376
RPL39L	1.426796296
PARK7	1.423548508
EEF1AKMT1	1.422103982
MPST	1.421495579
NIFK	1.421482734
CYC1	1.420810606
PRDM15	1.41976875
RPLP1	1.419348336
C17orf75	1.418469733
RBM47	1.418415885
H1FX	1.417942339
RBM41	1.417349614
RNF175	1.41595356
HOOK1	1.415949775
EIF3E	1.415228212
CBX5	1.413154581
PGRMC1	1.412822937
AP003108.2	1.41253508
UBE2E2	1.412147936
REEP3	1.411497389
DDX27	1.408014979
UQCC3	1.407973704
PCNA	1.407681528
TOMM6	1.404751263
NDST2	1.404114
ZMYND8	1.403656225
SMARCE1	1.402859978
BEX3	1.40262656
UBE2D2	1.402355371
ABHD12B	1.402148524
C12orf73	1.40127369
GPR19	1.401038673
PGAM1	1.398461304
CACFD1	1.397280221
MTBP	1.397244452
STAG3L4	1.396278332
CCDC106	1.395436391
ACD	1.394442103
MCM7	1.393370853
STAM.AS1	1.393092752
RTF2	1.392996265
CCDC66	1.392550329
