Gene	Rank
VWA8	1.171694976
PUF60	1.170095999
TMBIM4	1.169407756
PSMB2	1.169199524
AC024918.1	1.168564206
KATNAL2	1.165372968
TSEN15	1.165007653
GSTZ1	1.16347275
TRIM37	1.163372759
FKBP1B	1.161364763
AC109322.1	1.160897344
ZC3H14	1.160659275
AC013268.1	1.15906729
PAIP2	1.154465804
TMEM50B	1.153536623
ERICH2	1.153195567
TCEAL7	1.152645047
HNRNPC	1.152012985
LARP7	1.150271155
AP3S2	1.148481257
FBXO22	1.147691851
RGS10	1.146504888
ZNF709	1.146504888
S100A4	1.146504888
DBF4	1.144708407
MTX1	1.143823274
AC004922.1	1.142227725
HSPE1.MOB4	1.141666554
RAB18	1.141598566
IFT140	1.141335899
UBE2A	1.141000869
AL365205.1	1.14063204
UNK	1.139405925
LMO4	1.136826615
EIF4EBP3	1.135786218
CCDC50	1.13497775
ZNF862	1.134007704
USP15	1.13364819
PSMC6	1.133221999
MEST	1.132608464
LCMT1	1.13234635
FRMD8	1.132309779
LINC02482	1.131974894
GPR137	1.130910648
NOL7	1.130872869
POLI	1.130542062
C17orf75	1.130292255
CSTF2	1.130173727
GPS2	1.130010345
ARPC3	1.127791363
MRE11	1.12744863
ATP1A1.AS1	1.12594918
NQO2	1.125402418
FRA10AC1	1.125274586
TROAP	1.123442133
SPPL2B	1.121575671
AC244154.1	1.121575671
ZNF543	1.121575671
TM6SF2	1.120998075
RASEF	1.119239761
THUMPD3	1.117582914
EAPP	1.11609812
AC093484.3	1.115615431
CHCHD6	1.113692217
AL359258.2	1.113355783
PGBD4	1.112587557
PTPMT1	1.112250706
BAD	1.109807199
CEP131	1.109208723
UTP11	1.108894699
AP2A2	1.108302236
RNASEH2C	1.107789864
AL121658.1	1.107359605
FLRT3	1.106820174
ST13	1.106749783
CLK1	1.10648366
SF3B4	1.106458851
CCT8	1.106033552
ADIPOR1	1.105286216
PGRMC2	1.104904627
LAMTOR3	1.103987074
BLOC1S6	1.102499433
TSR2	1.102461962
RFESD	1.101121655
ORMDL2	1.100582835
FLRT2	1.100413951
G6PC3	1.100280237
GOLT1B	1.099013438
C1QTNF4	1.098956102
PSMD6	1.097967712
ZRANB3	1.097347582
CISD2	1.096903677
IST1	1.096868238
ECI2	1.096359105
DHRS4L2	1.096239312
METAP2	1.096202522
EED	1.095778104
PDE10A	1.092611391
PRKACB	1.09223975
HOXB.AS1	1.092038111
ARL3	1.091674051
LRRC8C	1.091508856
ATP6V1E2	1.091337743
PDXDC2P.NPIPB14P	1.090780184
SETDB1	1.089968044
ROR2	1.089672782
AC097534.2	1.089164937
AC114490.2	1.086122588
MSRB2	1.086017865
CYB5D2	1.085417742
SIK2	1.083528292
IMPA1P1	1.083528292
DDX11	1.083231542
NUDT1	1.082875614
ARCN1	1.082842658
ATP5F1B	1.082226686
CDC6	1.081901716
AC132192.2	1.081761833
SUV39H2	1.081159213
RPL26L1	1.08023787
CA12	1.080189135
WDR35	1.080187659
TP53TG1	1.079878082
NTS	1.078870089
CSRP2	1.07748418
FXYD6	1.076213267
KHDRBS3	1.075940096
PELP1	1.075422528
CCDC74B	1.074791077
GABBR1	1.074333374
RAB11A	1.071803776
LINC01124	1.071704563
AP2M1	1.069603611
MTERF1	1.069599254
AS3MT	1.068914124
PHC3	1.068773659
CIDECP	1.068175267
EIF4E	1.068119413
TMEM39B	1.067681219
AC247036.1	1.067218727
REX1BD	1.067171739
LMNB1	1.066814253
FHIT	1.066152028
HIKESHI	1.065862033
TRIM28	1.065060053
NTHL1	1.06494765
THYN1	1.064554795
KATNAL1	1.063947489
ARNT	1.063506925
ANAPC16	1.061082842
ORMDL1	1.060709256
GNAI3	1.060543646
AF186192.2	1.060390404
ITPRID2	1.060390404
PRXL2B	1.059942034
CLGN	1.059942034
COL1A2	1.058648623
FAM207A	1.058341795
LY6E	1.058286078
IFI27L2	1.057781426
ASB3	1.056422891
PHPT1	1.056264507
GNAS	1.05618537
SMC2	1.054909685
RNASEH2B	1.054653723
AC009403.2	1.054083699
TIMM17A	1.050618444
DTYMK	1.05060316
G3BP1	1.048931059
B3GNT5	1.048240641
AC009133.3	1.047972262
PPIL4	1.047480497
VTI1B	1.046990918
HNRNPDL	1.046856799
UPRT	1.046752708
DNAJC9.AS1	1.045638793
TCP1	1.045611206
METTL23	1.045434159
TMEM256	1.045152692
BISPR	1.044943543
SELENOF	1.044155162
RBM4	1.043620759
TIPRL	1.042619183
FKBP7	1.04247307
DIABLO	1.040790404
OVCA2	1.039438938
COMMD4	1.03817159
EIF1AX	1.037631073
HIPK1	1.037300163
RPS3AP34	1.036600318
MPDU1	1.036305039
FMC1	1.031085193
ZNHIT1	1.030661331
KPNA2	1.029216408
TRAM2	1.028868775
NDUFS8	1.028592674
AC021086.1	1.027366995
AC090517.5	1.025210978
AF274858.1	1.024145757
SMIM27	1.024007959
PFDN2	1.023914922
APTX	1.023710631
MCFD2	1.023131509
AC156455.1	1.022843996
DSC2	1.021770379
STAT6	1.02168644
SMDT1	1.021678183
CENPU	1.021206645
PIK3CD.AS2	1.019831266
LZIC	1.019801783
ING4	1.019571787
DUSP11	1.01952655
ACAT2	1.019293649
UBE2V1	1.019145676
UBA6	1.017803784
CYP1B1.AS1	1.015637603
AC004801.7	1.015612405
HIGD2A	1.015515425
CIAO2B	1.015515425
PTRH2	1.01546783
WDR77	1.015269478
ABHD13	1.015150527
GOLGA7	1.014135339
HIST1H2BL	1.013805479
ALDOC	1.013523947
UNC79	1.013502621
ZIC5	1.010778803
TMEM52	1.009973142
AHDC1	1.007769818
PRDX5	1.007449572
MFAP1	1.006502814
COA6	1.006011766
RNPS1	1.004895885
UBE2I	1.003536529
ASH1L.AS1	1.003150768
ABHD6	1.002875693
MRPL45	1.00286955
GUK1	1.00260158
MFF	1.002564128
VBP1	1.002361807
U73166.1	0.999028432
WASF3	0.998915933
KIAA1328	0.998891259
ZCCHC7	0.998671579
PRH1.PRR4	0.998541623
TIMM22	0.998170147
MRPL50	0.99774243
DCTPP1	0.996635364
ITGB1BP1	0.994669138
TUBGCP2	0.994370332
HNRNPR	0.994255127
IDH1.AS1	0.994136908
GOPC	0.993508567
LRRC37A3	0.993481437
CHMP5	0.992755918
GTF2H2	0.992115095
XRCC6	0.991478695
NUPR2	0.991219901
NT5M	0.990648411
COL6A1	0.990163412
CAPG	0.990070349
PTCH1	0.989861051
TPM4	0.989586857
GDAP1	0.988230019
AL354707.1	0.987948836
NUTM2A.AS1	0.98701727
AC079447.1	0.986557198
SPAG7	0.985770889
PPP5C	0.985747442
AL135790.1	0.98497284
RANBP3	0.983852377
XPA	0.981594151
CRELD1	0.98142256
ALG8	0.980628823
GRSF1	0.980434669
BRD7	0.978101928
INSIG2	0.977844148
AC098484.3	0.976970239
ATP8B2	0.976926782
MUC12	0.976926782
EBF3	0.976926782
KCNE4	0.976926782
DLGAP5	0.976077678
RWDD2B	0.975450155
SEC11A	0.975123324
ECD	0.974635905
AAGAB	0.974311745
S100A11	0.974010988
RPL23AP2	0.973667217
PTMAP5	0.973667217
TOPORS	0.973435718
AL132780.3	0.971094498
TPMT	0.971085028
MRPS18B	0.971056931
ZSCAN12P1	0.970178459
AL035071.1	0.967500661
AC078846.1	0.966986747
ALDH7A1	0.966016908
SCN5A	0.965962208
AC011558.1	0.965962208
ARPC1B	0.965818967
AL118516.1	0.965580801
C22orf39	0.965303807
C1orf50	0.965059708
AC024592.3	0.964567031
GSTP1	0.964282196
BID	0.962898114
NFKBIZ	0.962422227
GJA1	0.962343874
HHLA3	0.961963367
PPID	0.961790627
RSRP1	0.961339402
AC009055.2	0.961260175
ATP6V1E1	0.96098524
SENP3	0.960501455
AC022150.3	0.960501455
IQCA1	0.958622252
GOLM1	0.957519108
DNAJC2	0.957344023
TBPL1	0.955400766
CACYBP	0.955315137
GNG5	0.955309544
RABEP1	0.955257222
ERI3	0.95507649
DDX11.AS1	0.955055049
HNRNPUL2.BSCL2	0.954204555
CRYGEP	0.953488989
PA2G4	0.953382323
CIAO2A	0.953367396
PTN	0.952473713
MAGI2.AS3	0.952380066
U2AF1L4	0.952316291
CA14	0.950288399
RRNAD1	0.949622979
SPCS1	0.949105359
MORF4L2	0.949105359
CSNK2A1	0.947962939
RNF114	0.947962939
CLDND1	0.947532282
SLC25A6	0.947439612
RNF216P1	0.947128458
ATP6V1C2	0.946752694
ZNF576	0.94624877
HNRNPH3	0.94543677
C9orf78	0.944536832
CITED4	0.944245218
P2RX3	0.943981779
ITGB8	0.943809279
PGP	0.942177084
MACO1	0.94163189
R3HCC1L	0.940767982
AZI2	0.940673566
CDK5RAP3	0.939819469
TMEM106B	0.938639353
MAP3K8	0.93818523
COA4	0.936997899
MRM3	0.93553115
RRP7A	0.935400991
EOGT	0.934662495
HIST3H2A	0.93458375
SPICE1	0.932413923
TMED2	0.931436201
TIMP2	0.931252541
SLC25A20	0.931140831
ADRM1	0.930978847
SMARCE1	0.930969559
METTL25	0.930947175
ALG10B	0.930700458
GALNS	0.930589937
LINC01569	0.929843327
PDIA3P1	0.929843327
NOLC1	0.929841227
MPHOSPH8	0.929772692
TMCO1	0.929513318
SEPTIN2	0.928734958
SPIN3	0.928412014
FBL	0.928027062
PTK2	0.926603175
GTF3A	0.926382428
PTGR1	0.925766145
MRPL44	0.9254995
SMCO4	0.924627505
MRPL34	0.924116112
MTMR2	0.923213959
MED21	0.923027815
GRPEL1	0.922229931
UPF3B	0.921908802
TST	0.921599804
CALR	0.919484239
CENPM	0.919484239
SNX6	0.919177555
CST1	0.917778503
SRM	0.917476468
TTC8	0.91744445
SNX2	0.916130537
WRAP73	0.914840146
FAR2P2	0.914444683
DYNLL1	0.913203197
PCBP2	0.913177359
RCHY1	0.913035089
XPNPEP3	0.911361152
U2AF1	0.910861706
TAF8	0.910080467
DPH3	0.90988197
VKORC1	0.909869692
MOB1A	0.909715504
TIMMDC1	0.909477479
CCDC12	0.909458753
ZNF706	0.909092234
RAC1P2	0.908431724
SLC7A1	0.906681605
CLDND2	0.906471464
LINC00869	0.905030589
DIS3L2	0.903105855
ULK4P1	0.902219504
AC136475.1	0.902219504
NDUFS7	0.900848853
SLC25A17	0.900510242
PKM	0.900205485
NDUFB10	0.900205485
BAG1	0.899178255
EBPL	0.898779862
EXOSC7	0.898574649
RHOXF1P3	0.897590673
CHRNA5	0.897389087
AC103760.1	0.897060286
NDUFS2	0.896803423
H2AFY	0.896530594
HYOU1	0.895940708
NXT1	0.8958646
LRRC75A.AS1	0.894348366
SLC25A39	0.894313231
MAD2L1	0.893701798
MDK	0.893562321
VCL	0.893426936
RAB1B	0.893188002
PDLIM4	0.892430401
XPNPEP1	0.891780993
GTF3C6	0.891531326
NARF	0.891513415
VSNL1	0.890813746
ARMC8	0.890427653
THAP2	0.889906248
SURF1	0.889487032
PTRHD1	0.889331991
PRIM1	0.888959856
FARSB	0.888737044
VAMP5	0.888330098
ATG12	0.888083922
AC092944.1	0.886782474
GTF2H1	0.884813437
DNPH1	0.884058831
AC015813.2	0.883778199
MTG2	0.882709234
HPS1	0.88203849
YAE1	0.881651568
PPP2CA	0.881153015
VPS45	0.87948649
MTX2	0.878989775
ENTPD7	0.878940244
AC020915.3	0.878796094
PDIK1L	0.878435434
RACK1	0.878430282
AC026979.2	0.878352646
CDV3	0.878171982
ALDH4A1	0.876558777
TMEM223	0.876171863
DERA	0.875323504
SKA2	0.875304163
ACOT8	0.874914977
SLC25A53	0.874675125
HIST2H2AA4	0.874337599
SAP18	0.874126228
BRI3	0.874072637
ZNF114	0.873782162
EMD	0.872071228
LIN7C	0.871216988
HILPDA	0.871058902
NELFE	0.870221571
LIMA1	0.869961047
COL27A1	0.869916204
ACTR6	0.868247436
GMPS	0.867517151
FLVCR1.DT	0.866931988
AC008012.1	0.866540676
MFSD13A	0.866389131
MORN2	0.864878616
HP1BP3	0.864832101
YIPF3	0.864537222
SNHG11	0.863650354
INSIG1	0.863565812
YPEL3	0.862413147
WBP1	0.862246805
ADH5	0.862168231
SNHG10	0.861847227
AC105415.1	0.861188527
CDC42	0.861039003
FAM49B	0.860629632
FBLN1	0.86029134
RPS4Y1	0.860113779
ASF1A	0.859827231
MCM9	0.859339804
MAEA	0.858273815
INF2	0.858079052
CEBPG	0.857811832
SLC35B3	0.85704911
CSTF3.DT	0.856273471
PIBF1	0.855350449
RNF44	0.855237022
DNAJC8	0.854885845
IFI35	0.854181814
GPR137B	0.854181814
ING2	0.853861423
ZNHIT3	0.85346257
WDR61	0.853126073
ERO1A	0.853103425
AC010132.3	0.852991091
LRRC75B	0.851385735
PCNP	0.851036506
SNAPC1	0.850893708
SEC61B	0.850629753
MLLT11	0.850213251
AC135050.4	0.848783399
LINC01481	0.848058786
ZNF761	0.846650802
LINC00863	0.845045716
SNRNP27	0.844498557
MYCNOS	0.844494834
NUDT2	0.844400407
DNMT1	0.844336425
PPM1G	0.842903869
HADHB	0.842764583
CDH2	0.842430735
RAB5IF	0.842297037
AC106886.4	0.841201065
PDS5A	0.84102852
LINC01515	0.840954007
MAGI1	0.840728313
AP005205.2	0.840396285
DCAF13	0.840341058
AC105383.1	0.839989704
LINC01465	0.83948098
LRRC59	0.839249099
AC118553.2	0.838837799
ANXA6	0.837748138
CIAPIN1	0.837595942
TAF11	0.837133875
SHARPIN	0.83627415
THSD8	0.835963021
ZNF568	0.835880994
FAF2	0.835726143
LINC01004	0.83460636
IK	0.834506154
WIPF1	0.834258878
GNG10	0.833818455
SNRPN	0.833725853
CHRAC1	0.83307066
MSMO1	0.831811279
AFMID	0.831554685
DHX30	0.831499616
CSNK1A1	0.831387138
BOLA1	0.831381192
AC009120.2	0.831220089
RANP1	0.831220089
ZIC3	0.831008672
NDUFAF2	0.830070397
MT.TQ	0.829800328
MSI1	0.829744557
CCND2	0.828772275
DENND2C	0.828678808
CDK2AP1	0.827944136
PSENEN	0.827766142
CD63	0.827482583
C11orf58	0.827410113
HAUS7	0.82656525
RF00411	0.826249764
AC067750.1	0.826249764
AP002360.1	0.825910047
RBPMS	0.825678509
MAPKAPK5.AS1	0.825392593
HOPX	0.824895563
CCDC40	0.824895563
DGCR2	0.824895563
MICU2	0.82467795
RP9	0.824199155
PCOLCE	0.82394393
TUSC2	0.823820975
RNASE4	0.823399823
POLR2J	0.823227363
IFT57	0.821835746
MARCKSL1	0.82160331
WDR41	0.821596467
APOC1	0.821479111
OSTC	0.821129756
CALM1	0.821129234
GOT2	0.820966277
RGPD8	0.820586071
LINC00698	0.819593186
CSK	0.819246502
PSMD4	0.819167039
YPEL5	0.818000402
MPC2	0.817644767
SIVA1	0.817154836
DNAJC16	0.816795409
JRK	0.8163494
CCDC43	0.8162217
XPO6	0.81596943
PPIL3	0.815862251
AC107032.1	0.815707865
MMADHC	0.814959246
IDS	0.814878266
EBP	0.814740784
NAPA	0.81472374
DKKL1	0.813403974
NUS1	0.812886855
TMED7	0.812677588
GALNT10	0.811819089
ORC3	0.811798702
AC245060.4	0.811572755
RRAGC	0.811419344
BX088651.1	0.811419344
SNRPB	0.810711133
SDR16C5	0.810425356
NAPG	0.810064028
TARS2	0.809282773
SLC25A3	0.808805396
ATP5MC2	0.808637249
PDHA1	0.808271866
SIAH1	0.808101492
ZNF431	0.808014023
ZRANB1	0.807224059
GUCA1A	0.807069912
AC093677.2	0.806502695
AC137723.1	0.806502695
CYP26A1	0.805904799
RPLP0P6	0.80562752
ECI1	0.80528688
TMEM88	0.805018899
ST3GAL2	0.803537835
CBWD2	0.802548722
COMMD8	0.802208741
ENPP1	0.80205293
COMMD10	0.801968317
LINC00339	0.801560801
CAPZA1	0.800529784
PTP4A1	0.800518315
SLX1A	0.800139265
TPGS1	0.799878311
AL121944.1	0.799878311
PAFAH1B3	0.798815985
YBX3	0.798701435
HSDL2	0.798698571
NUDT15	0.797891929
SFT2D1	0.796427095
SNHG18	0.796070149
CHURC1.FNTB	0.79335136
MTIF3	0.792992728
ATP6V0E1	0.792618201
RAD54L2	0.791858276
IFIT5	0.791765384
BUD23	0.791612906
CR1L	0.791310598
APIP	0.791217902
AL133352.1	0.790947394
ENTPD5	0.790863137
C12orf57	0.788193332
SEC61A1	0.788077173
ACADVL	0.787795713
SRSF5	0.787045084
YKT6	0.7867887
LINC00294	0.786563794
TMX1	0.786268303
5-Mar	0.786244894
ETFB	0.785992337
TTC27	0.785224635
XAF1	0.785218244
RREB1	0.784976332
PLPP5	0.783837199
ZDHHC12	0.783368638
HCK	0.782120244
FAM27C	0.782120244
NNAT	0.782078885
NSFL1C	0.781904951
ARSD	0.781829728
ENC1	0.781786686
ST20	0.781676637
PLXNA2	0.781520937
CCNT1	0.780182345
UBA3	0.779986323
AKIP1	0.779775378
MIER1	0.77903497
WDR18	0.778763366
MYL12B	0.777842909
COG3	0.777614588
RAMP2	0.777323076
TRMT9B	0.777061533
SEL1L	0.776736699
SPATA7	0.776215504
HIGD1A	0.77580439
TIMELESS	0.775586517
RFC4	0.775052383
CCDC124	0.773801717
FNTA	0.773602505
INTS6L	0.773101726
TMEM216	0.772943368
AC098934.2	0.772399778
P4HB	0.772116488
HIF1AN	0.771189189
TIMP1	0.769920066
LRRFIP2	0.769439654
SREBF2.AS1	0.767703879
PGK1	0.767606397
BCL7C	0.767459927
SLIT2	0.767405677
AP000769.1	0.767239123
SNX5	0.767066013
NENF	0.767058429
AC138409.2	0.766704366
CCT6P1	0.766664566
QRSL1	0.7656676
U2SURP	0.765623836
INPP5B	0.764428427
PNKP	0.763657285
UBB	0.763555916
SERPING1	0.763281458
NBEA	0.763020685
AL137802.2	0.763020685
SLF2	0.76240591
MRPL11	0.761776754
CLTC	0.761727089
TPRA1	0.761594643
SUCLG1	0.760927996
TCEA2	0.760662035
RIT1	0.76065379
TMEM179B	0.760140601
METTL5	0.759981185
ZC3H15	0.759840479
DNAJB11	0.759671936
POLD2	0.759422037
SF3A3	0.759192053
TM9SF4	0.758612368
APLF	0.758436027
APPL1	0.757797118
GABARAP	0.757633739
DSTN	0.757564671
UBE2D3	0.757564671
LAPTM4A	0.757552169
TMSB10	0.757498
ARRDC2	0.754597926
PANK2	0.754177646
TXNDC16	0.753568578
AL080276.2	0.752906271
ZMAT2	0.752839405
MPZL1	0.752111055
PAPSS1	0.751371754
GOSR1	0.750126871
CHEK1	0.749857845
COA3	0.749468097
SAP30L.AS1	0.749047257
CLPP	0.748347106
DENR	0.747358148
EIF4EBP2	0.745210461
LINC02275	0.745210036
AC092835.1	0.744414806
PSMD10	0.743733395
RAC1	0.743455644
MYL12A	0.743445857
UBR7	0.743365815
DSG2	0.742603497
FBXL4	0.741988551
PMS2P2	0.741400057
GYS1	0.741256141
ATP6V1G2	0.741208686
TRNT1	0.7400402
CACHD1	0.73971812
NDUFAF3	0.738816606
ZCRB1	0.738284392
DHPS	0.738284194
TWISTNB	0.737953331
MT.ND4L	0.737928066
C2orf40	0.737756416
RBM7	0.73738691
PTTG1	0.735845387
PEX12	0.735187888
SNW1	0.734615285
PIGX	0.733587072
TRIAP1	0.733049286
PDHB	0.731586838
EIF2S2	0.731493508
ICAM3	0.73100622
AC009163.4	0.730593406
VPS13C	0.73039348
SSNA1	0.730346589
MYL6B	0.730131749
NUDT5	0.729926591
CCL2	0.729893142
GOLGA2P10	0.729793481
DNAJC10	0.729709342
HMGN1	0.729509726
PLA2G12A	0.729504374
MAP7D1	0.728939255
NDUFB5	0.728653351
ZBTB18	0.727721857
ZEB1	0.727721857
FARSA	0.727639927
GTF2IP20	0.726637777
BBS10	0.726403702
AC099499.1	0.726206274
SNHG20	0.726051221
YME1L1	0.725600801
ACBD5	0.7245145
DXO	0.724486342
CHMP2A	0.724380067
HNRNPD	0.723576506
LDHA	0.723572554
SPAG4	0.723264204
WDR82	0.723020839
HNRNPA3P6	0.722995422
NUP37	0.722357074
PDE9A	0.722050255
HDDC2	0.720720877
WDR37	0.720077896
MRPL32	0.719877518
HMGN2	0.719626244
TARS	0.719556926
CCDC28A	0.719204248
STEAP1B	0.718791021
FBXW11	0.718634219
MT.CO1	0.717662894
TAF12	0.716163473
KDM4B	0.715773046
CYYR1	0.715622715
DYRK2	0.715593182
SFPQ	0.715394179
AURKB	0.714850337
CREBBP	0.714616014
AC036176.1	0.714343694
TRAPPC6A	0.714157371
AK1	0.71405102
APTR	0.713774854
ATP5PB	0.71375627
HNRNPA2B1	0.713724585
ARL1	0.713562078
FCHO2	0.713173091
TIMM10B	0.713105108
ARFRP1	0.712840234
HADH	0.71197789
DYNLT1	0.709852016
KRTCAP2	0.709755137
KAT14	0.709597895
RNASEK.C17orf49	0.708933303
ZNF486	0.708781443
CHST12	0.708482043
RPL18	0.70784436
RAD51	0.707837821
ILK	0.707831151
ZNF425	0.707810425
SELENOS	0.707478373
DHFRP1	0.707436488
CHORDC1	0.706334037
GOT1	0.706012034
FRMD4B	0.705958188
AC009118.2	0.705485184
HAX1	0.704319767
WIZ	0.704192387
MRPS34	0.704179426
PSMB5	0.703935437
TMBIM6	0.703935437
MRPS10	0.703750767
BEX1	0.70359349
PDP2	0.703441147
GABPB1	0.703136819
HSD17B4	0.70309056
THRAP3	0.702449596
COPZ1	0.702383397
YWHAB	0.70200856
AC123912.1	0.700298733
RPS28P7	0.699709481
NR6A1	0.699681281
YARS	0.699623021
AC010531.6	0.699575529
L3MBTL4.AS1	0.699558234
IFT80	0.699251376
B3GALNT1	0.698701782
TIMM13	0.698163798
DBT	0.697417801
LENG1	0.697349738
CRYBB1	0.69651245
AP003396.5	0.695550385
TATDN1	0.694086595
TFDP2	0.693939799
NSUN3	0.693837216
FAM13A	0.693722393
GTF2H2C	0.693648806
NFYB	0.693637775
RNF115	0.693037459
ATP1B1	0.692733318
BROX	0.692488253
TRAM1L1	0.692287656
ATG9A	0.692287656
RER1	0.692182103
NDUFAF5	0.692123332
AL928970.1	0.690604685
AC011591.1	0.689810846
AC016065.1	0.689743406
ANKRD36B	0.689312503
ZNF737	0.689271517
ZMPSTE24	0.68873901
WRAP53	0.688640688
MAP1B	0.688349825
IDH3B	0.687536569
PEX26	0.687372584
SMO	0.686502002
ATXN3	0.686431696
AC005523.2	0.68534238
AHCY	0.685297659
LSP1P4	0.685130195
BET1	0.684308582
MAPKAP1	0.683883623
DCTN1	0.682637293
PPIP5K1	0.682438585
WDR43	0.682192269
MT.CYB	0.681783754
ENY2	0.681647167
UBC	0.681066258
CNEP1R1	0.680356389
PCNT	0.679986038
POLD1	0.679311073
AL353751.1	0.678344949
AC093157.1	0.678254192
ZNF528	0.677482521
PTPRG	0.676232893
LRP2BP	0.675727863
MFSD5	0.675701761
SLC2A1.AS1	0.675614584
SPAG16	0.675429515
FTSJ1	0.675326342
RPL23AP82	0.674581428
ATIC	0.674416303
SSBP4	0.674416303
CASC10	0.673828119
IFT22	0.673655279
C19orf53	0.673034806
PGAM1	0.673005087
OXSM	0.671741468
ASNSD1	0.671613445
NDUFS6	0.671139018
AC012306.2	0.670778497
NCAPH	0.670710601
CAT	0.670704582
BMS1P4	0.67053187
C8orf33	0.670459423
CYC1	0.669799503
TNKS1BP1	0.669706505
TMEM14A	0.669450328
FAM117B	0.669426108
SRPRB	0.669076144
GON4L	0.667736493
LSAMP	0.667733098
NEK3	0.666219096
PPFIBP1	0.665477711
SLC25A5	0.665423782
ATXN10	0.664351346
TMEM41A	0.663594379
UBE2V2	0.663464556
NCOR2	0.663033708
AIDA	0.6626397
BAZ1A	0.662307083
HDAC3	0.662245075
BLOC1S2	0.661977302
TNMD	0.661913398
ENAH	0.661539604
AC139530.1	0.661476615
CENPA	0.661460716
AC006001.2	0.661275778
AC012617.1	0.661275778
CDK6	0.659952157
OAZ1	0.659662875
ZC3H13	0.659483504
ZNF695	0.659359171
COA1	0.659083854
SERPINB6	0.658643507
SCARB2	0.65806431
XRN2	0.658028317
HNRNPUL2	0.657934178
NOL4L	0.656563373
DDX58	0.656398565
ANAPC13	0.655278514
HSD17B10	0.655082921
DGKZ	0.65439988
TMEM203	0.654196192
ATRAID	0.653980423
MAPKAPK5	0.653505455
CSE1L	0.653484787
ACOT1	0.653109678
MPC1	0.653109678
WNT5A	0.652903992
AL592429.2	0.65289084
AC068831.7	0.65289084
TMEM69	0.652824853
USP33	0.651292503
CRLF1	0.650991727
DDAH2	0.650358131
DGUOK	0.650333988
TSPAN6	0.65022969
COL5A1	0.648715522
TMEM116	0.648579494
AK4P1	0.647155431
RNF181	0.64643873
THOC2	0.645273406
SPRY1	0.64505406
RAB22A	0.645031044
PHGDH	0.644887817
LINC01562	0.644811857
NMRAL1	0.644728364
POLR2G	0.644633392
ZC3H8	0.644543196
CFL2	0.644428807
TRNAU1AP	0.643870851
CKAP4	0.642914846
DHRS4	0.642636769
ATN1	0.64228794
AP000350.4	0.641223594
TEFM	0.640902262
NME1	0.640799133
SLFN5	0.640576243
STON1	0.640416474
JOSD1	0.640399148
MRPL24	0.640269534
FAM3C	0.640256053
NR2C2AP	0.640116222
ZNF559.ZNF177	0.639412178
PTPN12	0.639211463
MEIOC	0.638714217
C12orf65	0.638689897
TMEM97	0.638616115
CPSF6	0.638493556
NKIRAS1	0.638079814
FGFR1OP	0.637138437
C11orf49	0.636612496
SFXN1	0.636281409
ETF1	0.636096759
AC244669.1	0.635629975
DDX24	0.635469622
CDADC1	0.635368782
TRIM32	0.635271624
RAMAC	0.634614358
HMGN5	0.633849094
CYCS	0.63333041
SLC25A1	0.632792661
LRRC14	0.631836921
ENPP5	0.631190918
HIST2H2BD	0.631166834
TMEM59	0.63074523
ZNF211	0.62988733
CCDC30	0.62988733
ABHD14A.ACY1	0.62988733
U2AF1L5	0.629187483
ELAVL1	0.628727381
MT.ND6	0.628666502
AL359915.1	0.62860168
UBE2M	0.628593294
TRMO	0.628410105
SIMC1	0.628410105
NUDT16L1	0.628295199
BIRC5	0.627131597
AUH	0.626257343
IFT81	0.626171088
SP1	0.625969857
SCGB3A2	0.624785473
C17orf100	0.624576472
NPFF	0.624524809
DOCK1	0.624140604
AL135925.1	0.624117734
AC018557.1	0.623720957
HPDL	0.622946745
PFN1	0.622168652
MTPN	0.621579726
SLC35F5	0.621225285
AP4B1	0.620477551
ACSL4	0.620473275
UBE3B	0.62016686
LINC00205	0.619807708
GPRC5D.AS1	0.619463805
MAX	0.619280271
SDAD1P1	0.619280271
AASDHPPT	0.619134577
SEPTIN7	0.618478453
EIF4EBP1	0.618473849
GPALPP1	0.618271063
ROCK2	0.618094452
MTURN	0.617714967
C18orf32	0.617376495
ZNF429	0.617361461
TRMT13	0.616856851
MRPL36	0.616323492
USP1	0.615888178
GPX7	0.615700367
LAMTOR4	0.614808482
C6orf136	0.614781613
MAT2A	0.614587855
PMS1	0.613836501
USP54	0.613544551
C2orf80	0.612990393
STYXL1	0.61287526
ZNF582.AS1	0.611966357
BOD1	0.611845644
ABHD3	0.611729899
GAPDH	0.611102145
SMC5	0.610097291
SCP2	0.609770941
H2AFV	0.609281137
BMS1P1	0.609192619
CCNB1	0.609123363
KXD1	0.608776724
